D,Delta_max,Delta_min,Delta_values,M_K_v2_hash,P,class_id,class_size,d_multiset,n,p_multiset,sign_reversal,sign_set,tau_den,tau_num
21,1,1,[1],74da8e63038246f52b49d869688567e5207353baf01a0095c34f03b41262c792,10,V2C01089,1,"[2,3,7,9]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,2,2,[2],7664a14cb67c08a74ce4f9a0a091c138c675d4fe9d64de17cfdb17eb70c1940b,10,V2C01090,1,"[2,3,7,9]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,1,1,[1],87a1c0f2d61c0de63bae799fc5dd47cf3a40e996ffb463685e266659e21fd38e,10,V2C01091,1,"[2,3,7,9]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,2,2,[2],89f82e06fac1887ab29373489601f45ed715711e6842dd53c6ee8b7bf30d89ba,10,V2C01092,1,"[2,3,7,9]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,3,3,[3],a13efc38b8d612d3156aadb1164ead20d0cb98eebacc3cb39e54ff04b0241757,10,V2C01093,1,"[2,3,7,9]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,2,2,[2],bf96277ee91d1ba307c6ca5c6f8f56dfca550361283de79703ed834c3ea70ec4,10,V2C01094,1,"[2,3,7,9]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,3,3,[3],bfc94cf98b0ecc96b0682396db8424c6ac8854d0b1cdf86939ba5e6f10fea1d4,10,V2C01095,1,"[2,3,7,9]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,4,4,[4],c2017b9edc99e18f8a626a426936fb04a99a68adc9a130b7b995f3c1c0a09003,10,V2C01096,1,"[2,3,7,9]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,3,3,[3],d5cb868f906a8e579dbe28390206aa16c73fa6eae9ae6588bab70248a844933c,10,V2C01097,1,"[2,3,7,9]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,2,2,[2],d7c0bbe3eeeed6da74a3bf1ad7a1dabe069f3a8501b142ae8e8253be77483836,10,V2C01098,1,"[2,3,7,9]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,2,2,[2],e35f1cef60bc3f4021ce18a8411ef7b5742f00a62cee1b145cc7356eab0358e6,10,V2C01099,1,"[2,3,7,9]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,0,0,[0],ea66681bd3fa31c8e11d6ea78480e8270755413f76617e47632eef9ba03af4e2,10,V2C01100,1,"[2,3,7,9]",4,"[1,2,3,4]",False,"[""zero""]",40,19
21,3,3,[3],f8978fbfe533a13cd556d5b074f1b016c3c59536cb5f35b0a8f50ef7f21890f9,10,V2C01101,1,"[2,3,7,9]",4,"[1,2,3,4]",False,"[""positive""]",40,19
22,5,5,[5],127b8a694bb9478a6a4b599fc3da8c4b3de4ff8b907122bcbe96abdbbd43d15c,10,V2C01102,1,"[2,3,8,9]",4,"[1,2,3,4]",False,"[""positive""]",20,9
22,2,2,[2],141843abbc1ad36d104a05bb60ecda8e13845da4539cd651c5c9d0010163f01e,10,V2C01103,1,"[2,3,8,9]",4,"[1,2,3,4]",False,"[""positive""]",20,9
22,3,3,[3],22b63d5f817dfd2c85ea10e7620dd96ce2db5b8b4f61fe36fb04096fd6ca3457,10,V2C01104,1,"[2,3,8,9]",4,"[1,2,3,4]",False,"[""positive""]",20,9
22,4,4,[4],66634876a180202a1ec9a82837c788c7c964a7b57f65c0f90d77a9191cc37f25,10,V2C01105,1,"[2,3,8,9]",4,"[1,2,3,4]",False,"[""positive""]",20,9
22,1,1,[1],74da8e63038246f52b49d869688567e5207353baf01a0095c34f03b41262c792,10,V2C01106,1,"[2,3,8,9]",4,"[1,2,3,4]",False,"[""positive""]",20,9
22,2,2,[2],7664a14cb67c08a74ce4f9a0a091c138c675d4fe9d64de17cfdb17eb70c1940b,10,V2C01107,1,"[2,3,8,9]",4,"[1,2,3,4]",False,"[""positive""]",20,9
22,1,1,[1],87a1c0f2d61c0de63bae799fc5dd47cf3a40e996ffb463685e266659e21fd38e,10,V2C01108,1,"[2,3,8,9]",4,"[1,2,3,4]",False,"[""positive""]",20,9
22,4,4,[4],87b3871bef93138c3ddb8e04ebf9e06c182a4c4598e64199b8919f83ca0028e5,10,V2C01109,1,"[2,3,8,9]",4,"[1,2,3,4]",False,"[""positive""]",20,9
22,2,2,[2],89f82e06fac1887ab29373489601f45ed715711e6842dd53c6ee8b7bf30d89ba,10,V2C01110,1,"[2,3,8,9]",4,"[1,2,3,4]",False,"[""positive""]",20,9
22,2,2,[2],a13efc38b8d612d3156aadb1164ead20d0cb98eebacc3cb39e54ff04b0241757,10,V2C01111,1,"[2,3,8,9]",4,"[1,2,3,4]",False,"[""positive""]",20,9
22,1,1,[1],bf96277ee91d1ba307c6ca5c6f8f56dfca550361283de79703ed834c3ea70ec4,10,V2C01112,1,"[2,3,8,9]",4,"[1,2,3,4]",False,"[""positive""]",20,9
22,4,4,[4],bfc94cf98b0ecc96b0682396db8424c6ac8854d0b1cdf86939ba5e6f10fea1d4,10,V2C01113,1,"[2,3,8,9]",4,"[1,2,3,4]",False,"[""positive""]",20,9
22,4,4,[4],c2017b9edc99e18f8a626a426936fb04a99a68adc9a130b7b995f3c1c0a09003,10,V2C01114,1,"[2,3,8,9]",4,"[1,2,3,4]",False,"[""positive""]",20,9
22,3,3,[3],d5cb868f906a8e579dbe28390206aa16c73fa6eae9ae6588bab70248a844933c,10,V2C01115,1,"[2,3,8,9]",4,"[1,2,3,4]",False,"[""positive""]",20,9
22,3,3,[3],d7c0bbe3eeeed6da74a3bf1ad7a1dabe069f3a8501b142ae8e8253be77483836,10,V2C01116,1,"[2,3,8,9]",4,"[1,2,3,4]",False,"[""positive""]",20,9
22,2,2,[2],e35f1cef60bc3f4021ce18a8411ef7b5742f00a62cee1b145cc7356eab0358e6,10,V2C01117,1,"[2,3,8,9]",4,"[1,2,3,4]",False,"[""positive""]",20,9
22,0,0,[0],ea66681bd3fa31c8e11d6ea78480e8270755413f76617e47632eef9ba03af4e2,10,V2C01118,1,"[2,3,8,9]",4,"[1,2,3,4]",False,"[""zero""]",20,9
22,3,3,[3],f8978fbfe533a13cd556d5b074f1b016c3c59536cb5f35b0a8f50ef7f21890f9,10,V2C01119,1,"[2,3,8,9]",4,"[1,2,3,4]",False,"[""positive""]",20,9
17,-2,-2,[-2],06365582b5ac2955c7b7e93867da332245395da2260b283feb7ede45c19b8f32,10,V2C01120,1,"[2,4,5,6]",4,"[1,2,3,4]",False,"[""negative""]",40,23
17,-3,-3,[-3],18f03b45b834c19c5b6d9818243a06bddb045924337c1c54d9e7fc93443dd6bc,10,V2C01121,1,"[2,4,5,6]",4,"[1,2,3,4]",False,"[""negative""]",40,23
17,0,0,[0],25b63d91ffffefe5ce70df559ef971fa18ef128a7d4e68fd23d74e049c3e9241,10,V2C01122,1,"[2,4,5,6]",4,"[1,2,3,4]",False,"[""zero""]",40,23
17,-2,-2,[-2],289004324b08c05289d088ece7659bf1589e11031e41c88b243d840ff4860908,10,V2C01123,1,"[2,4,5,6]",4,"[1,2,3,4]",False,"[""negative""]",40,23
17,2,2,[2],30df721d3ae609af9684e311a799e865d89af5cfe302c25d7e3460dbb23b90f1,10,V2C01124,1,"[2,4,5,6]",4,"[1,2,3,4]",False,"[""positive""]",40,23
17,1,1,[1],358ae13d27d531c1ca30fa9a18cdc58bb12a19303adfa1a7e795bd077f35466e,10,V2C01125,1,"[2,4,5,6]",4,"[1,2,3,4]",False,"[""positive""]",40,23
17,-1,-1,[-1],42957ee41e558fa0677d336c93a6e1fb3cdc50509870fc1061d87044394d3ca6,10,V2C01126,1,"[2,4,5,6]",4,"[1,2,3,4]",False,"[""negative""]",40,23
17,-1,-1,[-1],429e40c48a57d6d3c915784e8c9dcea211a3fffe939cd39315938341a18c11de,10,V2C01127,1,"[2,4,5,6]",4,"[1,2,3,4]",False,"[""negative""]",40,23
17,-1,-1,[-1],65448a3712e365b672836df59c3aa18934d863ddd8f161aea2af9a503d4eead3,10,V2C01128,1,"[2,4,5,6]",4,"[1,2,3,4]",False,"[""negative""]",40,23
17,-1,-1,[-1],69ce09b3f624b17956ea68b2c3ad47c4e4b5699d0d2c0f6cb9e6dd223d5c1c86,10,V2C01129,1,"[2,4,5,6]",4,"[1,2,3,4]",False,"[""negative""]",40,23
17,1,1,[1],7664a14cb67c08a74ce4f9a0a091c138c675d4fe9d64de17cfdb17eb70c1940b,10,V2C01130,1,"[2,4,5,6]",4,"[1,2,3,4]",False,"[""positive""]",40,23
17,1,1,[1],87a1c0f2d61c0de63bae799fc5dd47cf3a40e996ffb463685e266659e21fd38e,10,V2C01131,1,"[2,4,5,6]",4,"[1,2,3,4]",False,"[""positive""]",40,23
17,-3,-3,[-3],95714484f893b28fd8edd7ea0abcb86501d70f09676a02c8377b49bae33a488b,10,V2C01132,1,"[2,4,5,6]",4,"[1,2,3,4]",False,"[""negative""]",40,23
17,-1,-1,[-1],aac920d42175c0111569e218d1d5ddf9eb4a6fdca7cd09bee48ecf84934b5f94,10,V2C01133,1,"[2,4,5,6]",4,"[1,2,3,4]",False,"[""negative""]",40,23
17,-1,-1,[-1],b8f6cde1f1c7eb4e3b41a382a2e8ddf5e1f792cbb5879c94d149526dce54b6ec,10,V2C01134,1,"[2,4,5,6]",4,"[1,2,3,4]",False,"[""negative""]",40,23
17,0,0,[0],c05f23394596ae9fa98df31ef87a596f92c6c6244caad6bfd01272cc5daa4d63,10,V2C01135,1,"[2,4,5,6]",4,"[1,2,3,4]",False,"[""zero""]",40,23
17,-1,-1,[-1],c645867b4748a75675c0ed8e47b97d9cec9ae16890ef1aeecc64cd50cce5c626,10,V2C01136,1,"[2,4,5,6]",4,"[1,2,3,4]",False,"[""negative""]",40,23
17,-1,-1,[-1],d9c68703a6aba49a2be277565fb4948f8fc8c1ae4eaaca7e8ceb5696a9867721,10,V2C01137,1,"[2,4,5,6]",4,"[1,2,3,4]",False,"[""negative""]",40,23
17,0,0,[0],ea66681bd3fa31c8e11d6ea78480e8270755413f76617e47632eef9ba03af4e2,10,V2C01138,1,"[2,4,5,6]",4,"[1,2,3,4]",False,"[""zero""]",40,23
17,-1,-1,[-1],eeeb84a07001d490acb2e41ca051999ffeb0b61ed70ee0adf318857cb3d31a80,10,V2C01139,1,"[2,4,5,6]",4,"[1,2,3,4]",False,"[""negative""]",40,23
18,-1,-1,[-1],06365582b5ac2955c7b7e93867da332245395da2260b283feb7ede45c19b8f32,10,V2C01140,1,"[2,4,5,7]",4,"[1,2,3,4]",False,"[""negative""]",20,11
18,-1,-1,[-1],289004324b08c05289d088ece7659bf1589e11031e41c88b243d840ff4860908,10,V2C01141,1,"[2,4,5,7]",4,"[1,2,3,4]",False,"[""negative""]",20,11
18,2,2,[2],30df721d3ae609af9684e311a799e865d89af5cfe302c25d7e3460dbb23b90f1,10,V2C01142,1,"[2,4,5,7]",4,"[1,2,3,4]",False,"[""positive""]",20,11
18,2,2,[2],358ae13d27d531c1ca30fa9a18cdc58bb12a19303adfa1a7e795bd077f35466e,10,V2C01143,1,"[2,4,5,7]",4,"[1,2,3,4]",False,"[""positive""]",20,11
18,0,0,[0],429e40c48a57d6d3c915784e8c9dcea211a3fffe939cd39315938341a18c11de,10,V2C01144,1,"[2,4,5,7]",4,"[1,2,3,4]",False,"[""zero""]",20,11
18,-2,-2,[-2],5223f5d298444f9f429f501a327ffc521ce77fa0ff5361bea261df6170e192e9,10,V2C01145,1,"[2,4,5,7]",4,"[1,2,3,4]",False,"[""negative""]",20,11
18,0,0,[0],65448a3712e365b672836df59c3aa18934d863ddd8f161aea2af9a503d4eead3,10,V2C01146,1,"[2,4,5,7]",4,"[1,2,3,4]",False,"[""zero""]",20,11
18,1,1,[1],7664a14cb67c08a74ce4f9a0a091c138c675d4fe9d64de17cfdb17eb70c1940b,10,V2C01147,1,"[2,4,5,7]",4,"[1,2,3,4]",False,"[""positive""]",20,11
18,1,1,[1],87a1c0f2d61c0de63bae799fc5dd47cf3a40e996ffb463685e266659e21fd38e,10,V2C01148,1,"[2,4,5,7]",4,"[1,2,3,4]",False,"[""positive""]",20,11
18,0,0,[0],b8f6cde1f1c7eb4e3b41a382a2e8ddf5e1f792cbb5879c94d149526dce54b6ec,10,V2C01149,1,"[2,4,5,7]",4,"[1,2,3,4]",False,"[""zero""]",20,11
18,1,1,[1],c05f23394596ae9fa98df31ef87a596f92c6c6244caad6bfd01272cc5daa4d63,10,V2C01150,1,"[2,4,5,7]",4,"[1,2,3,4]",False,"[""positive""]",20,11
18,0,0,[0],c645867b4748a75675c0ed8e47b97d9cec9ae16890ef1aeecc64cd50cce5c626,10,V2C01151,1,"[2,4,5,7]",4,"[1,2,3,4]",False,"[""zero""]",20,11
18,0,0,[0],ea66681bd3fa31c8e11d6ea78480e8270755413f76617e47632eef9ba03af4e2,10,V2C01152,1,"[2,4,5,7]",4,"[1,2,3,4]",False,"[""zero""]",20,11
18,0,0,[0],eeeb84a07001d490acb2e41ca051999ffeb0b61ed70ee0adf318857cb3d31a80,10,V2C01153,1,"[2,4,5,7]",4,"[1,2,3,4]",False,"[""zero""]",20,11
18,-2,-2,[-2],f63f3470c7db691d0503f32dfb9fd1fca7cf929cacc242e941279a4aff164a26,10,V2C01154,1,"[2,4,5,7]",4,"[1,2,3,4]",False,"[""negative""]",20,11
19,0,0,[0],06365582b5ac2955c7b7e93867da332245395da2260b283feb7ede45c19b8f32,10,V2C01155,1,"[2,4,5,8]",4,"[1,2,3,4]",False,"[""zero""]",40,21
19,0,0,[0],289004324b08c05289d088ece7659bf1589e11031e41c88b243d840ff4860908,10,V2C01156,1,"[2,4,5,8]",4,"[1,2,3,4]",False,"[""zero""]",40,21
19,2,2,[2],30df721d3ae609af9684e311a799e865d89af5cfe302c25d7e3460dbb23b90f1,10,V2C01157,1,"[2,4,5,8]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,-1,-1,[-1],5223f5d298444f9f429f501a327ffc521ce77fa0ff5361bea261df6170e192e9,10,V2C01158,1,"[2,4,5,8]",4,"[1,2,3,4]",False,"[""negative""]",40,21
19,1,1,[1],5c200179a750bc19d10f8158a99c4a7ef1c6ca468862a28221f78e0f8b7ec91c,10,V2C01159,1,"[2,4,5,8]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,1,1,[1],65448a3712e365b672836df59c3aa18934d863ddd8f161aea2af9a503d4eead3,10,V2C01160,1,"[2,4,5,8]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,1,1,[1],7664a14cb67c08a74ce4f9a0a091c138c675d4fe9d64de17cfdb17eb70c1940b,10,V2C01161,1,"[2,4,5,8]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,1,1,[1],87a1c0f2d61c0de63bae799fc5dd47cf3a40e996ffb463685e266659e21fd38e,10,V2C01162,1,"[2,4,5,8]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,2,2,[2],a13efc38b8d612d3156aadb1164ead20d0cb98eebacc3cb39e54ff04b0241757,10,V2C01163,1,"[2,4,5,8]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,1,1,[1],bf96277ee91d1ba307c6ca5c6f8f56dfca550361283de79703ed834c3ea70ec4,10,V2C01164,1,"[2,4,5,8]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,1,1,[1],c645867b4748a75675c0ed8e47b97d9cec9ae16890ef1aeecc64cd50cce5c626,10,V2C01165,1,"[2,4,5,8]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,0,0,[0],ea66681bd3fa31c8e11d6ea78480e8270755413f76617e47632eef9ba03af4e2,10,V2C01166,1,"[2,4,5,8]",4,"[1,2,3,4]",False,"[""zero""]",40,21
19,-1,-1,[-1],f63f3470c7db691d0503f32dfb9fd1fca7cf929cacc242e941279a4aff164a26,10,V2C01167,1,"[2,4,5,8]",4,"[1,2,3,4]",False,"[""negative""]",40,21
20,2,2,[2],30df721d3ae609af9684e311a799e865d89af5cfe302c25d7e3460dbb23b90f1,10,V2C01168,1,"[2,4,5,9]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,2,2,[2],5c200179a750bc19d10f8158a99c4a7ef1c6ca468862a28221f78e0f8b7ec91c,10,V2C01169,1,"[2,4,5,9]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,1,1,[1],7664a14cb67c08a74ce4f9a0a091c138c675d4fe9d64de17cfdb17eb70c1940b,10,V2C01170,1,"[2,4,5,9]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,1,1,[1],87a1c0f2d61c0de63bae799fc5dd47cf3a40e996ffb463685e266659e21fd38e,10,V2C01171,1,"[2,4,5,9]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,3,3,[3],a13efc38b8d612d3156aadb1164ead20d0cb98eebacc3cb39e54ff04b0241757,10,V2C01172,1,"[2,4,5,9]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,2,2,[2],bf96277ee91d1ba307c6ca5c6f8f56dfca550361283de79703ed834c3ea70ec4,10,V2C01173,1,"[2,4,5,9]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,2,2,[2],c289548e2cdd3d81f1baca3d4583d8291a994759b3ef3bd06c0b3cbd778789fd,10,V2C01174,1,"[2,4,5,9]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,4,4,[4],e08a293c90181ce6b7dad000d0efec39234c27b737b223a245c59cf2f7d7b922,10,V2C01175,1,"[2,4,5,9]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,0,0,[0],ea66681bd3fa31c8e11d6ea78480e8270755413f76617e47632eef9ba03af4e2,10,V2C01176,1,"[2,4,5,9]",4,"[1,2,3,4]",False,"[""zero""]",2,1
20,3,3,[3],f8978fbfe533a13cd556d5b074f1b016c3c59536cb5f35b0a8f50ef7f21890f9,10,V2C01177,1,"[2,4,5,9]",4,"[1,2,3,4]",False,"[""positive""]",2,1
19,3,3,[3],30df721d3ae609af9684e311a799e865d89af5cfe302c25d7e3460dbb23b90f1,10,V2C01178,1,"[2,4,6,7]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,2,2,[2],358ae13d27d531c1ca30fa9a18cdc58bb12a19303adfa1a7e795bd077f35466e,10,V2C01179,1,"[2,4,6,7]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,0,0,[0],551332a25907281b03b42ca753221eb302f5f3d64d96f2bdff44566b0e948f49,10,V2C01180,1,"[2,4,6,7]",4,"[1,2,3,4]",False,"[""zero""]",40,21
19,0,0,[0],65448a3712e365b672836df59c3aa18934d863ddd8f161aea2af9a503d4eead3,10,V2C01181,1,"[2,4,6,7]",4,"[1,2,3,4]",False,"[""zero""]",40,21
19,2,2,[2],7664a14cb67c08a74ce4f9a0a091c138c675d4fe9d64de17cfdb17eb70c1940b,10,V2C01182,1,"[2,4,6,7]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,1,1,[1],87a1c0f2d61c0de63bae799fc5dd47cf3a40e996ffb463685e266659e21fd38e,10,V2C01183,1,"[2,4,6,7]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,2,2,[2],89f82e06fac1887ab29373489601f45ed715711e6842dd53c6ee8b7bf30d89ba,10,V2C01184,1,"[2,4,6,7]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,1,1,[1],9cb5de69305fb4d93f7ff7eb041e23c08e63aece0533ac95c27b40c9bcdc8b08,10,V2C01185,1,"[2,4,6,7]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,1,1,[1],c05f23394596ae9fa98df31ef87a596f92c6c6244caad6bfd01272cc5daa4d63,10,V2C01186,1,"[2,4,6,7]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,1,1,[1],c2017b9edc99e18f8a626a426936fb04a99a68adc9a130b7b995f3c1c0a09003,10,V2C01187,1,"[2,4,6,7]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,0,0,[0],c645867b4748a75675c0ed8e47b97d9cec9ae16890ef1aeecc64cd50cce5c626,10,V2C01188,1,"[2,4,6,7]",4,"[1,2,3,4]",False,"[""zero""]",40,21
19,0,0,[0],d88a40cfcbb621398ffc610b76a30810ae0e6f9d81a4be6d623ec8f783de6325,10,V2C01189,1,"[2,4,6,7]",4,"[1,2,3,4]",False,"[""zero""]",40,21
19,2,2,[2],e3ab9c0071b2d529a961b98b7f0f4c6b38358b8cb48e075f4f7b623187ec4a84,10,V2C01190,1,"[2,4,6,7]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,0,0,[0],ea66681bd3fa31c8e11d6ea78480e8270755413f76617e47632eef9ba03af4e2,10,V2C01191,1,"[2,4,6,7]",4,"[1,2,3,4]",False,"[""zero""]",40,21
19,1,1,[1],eeeb84a07001d490acb2e41ca051999ffeb0b61ed70ee0adf318857cb3d31a80,10,V2C01192,1,"[2,4,6,7]",4,"[1,2,3,4]",False,"[""positive""]",40,21
20,3,3,[3],30df721d3ae609af9684e311a799e865d89af5cfe302c25d7e3460dbb23b90f1,10,V2C01193,1,"[2,4,6,8]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,1,1,[1],65448a3712e365b672836df59c3aa18934d863ddd8f161aea2af9a503d4eead3,10,V2C01194,1,"[2,4,6,8]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,2,2,[2],7664a14cb67c08a74ce4f9a0a091c138c675d4fe9d64de17cfdb17eb70c1940b,10,V2C01195,1,"[2,4,6,8]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,1,1,[1],87a1c0f2d61c0de63bae799fc5dd47cf3a40e996ffb463685e266659e21fd38e,10,V2C01196,1,"[2,4,6,8]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,2,2,[2],89f82e06fac1887ab29373489601f45ed715711e6842dd53c6ee8b7bf30d89ba,10,V2C01197,1,"[2,4,6,8]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,2,2,[2],9cb5de69305fb4d93f7ff7eb041e23c08e63aece0533ac95c27b40c9bcdc8b08,10,V2C01198,1,"[2,4,6,8]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,2,2,[2],a13efc38b8d612d3156aadb1164ead20d0cb98eebacc3cb39e54ff04b0241757,10,V2C01199,1,"[2,4,6,8]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,1,1,[1],bf96277ee91d1ba307c6ca5c6f8f56dfca550361283de79703ed834c3ea70ec4,10,V2C01200,1,"[2,4,6,8]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,2,2,[2],c2017b9edc99e18f8a626a426936fb04a99a68adc9a130b7b995f3c1c0a09003,10,V2C01201,1,"[2,4,6,8]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,1,1,[1],c645867b4748a75675c0ed8e47b97d9cec9ae16890ef1aeecc64cd50cce5c626,10,V2C01202,1,"[2,4,6,8]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,2,2,[2],e3ab9c0071b2d529a961b98b7f0f4c6b38358b8cb48e075f4f7b623187ec4a84,10,V2C01203,1,"[2,4,6,8]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,0,0,[0],ea66681bd3fa31c8e11d6ea78480e8270755413f76617e47632eef9ba03af4e2,10,V2C01204,1,"[2,4,6,8]",4,"[1,2,3,4]",False,"[""zero""]",2,1
21,3,3,[3],30df721d3ae609af9684e311a799e865d89af5cfe302c25d7e3460dbb23b90f1,10,V2C01205,1,"[2,4,6,9]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,2,2,[2],5fd7be436ed1681027aa8f4a5b24ed0c49cc9424ed2389bd79a07886d3e20f3c,10,V2C01206,1,"[2,4,6,9]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,2,2,[2],7664a14cb67c08a74ce4f9a0a091c138c675d4fe9d64de17cfdb17eb70c1940b,10,V2C01207,1,"[2,4,6,9]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,1,1,[1],87a1c0f2d61c0de63bae799fc5dd47cf3a40e996ffb463685e266659e21fd38e,10,V2C01208,1,"[2,4,6,9]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,2,2,[2],89f82e06fac1887ab29373489601f45ed715711e6842dd53c6ee8b7bf30d89ba,10,V2C01209,1,"[2,4,6,9]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,3,3,[3],9cb5de69305fb4d93f7ff7eb041e23c08e63aece0533ac95c27b40c9bcdc8b08,10,V2C01210,1,"[2,4,6,9]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,3,3,[3],a13efc38b8d612d3156aadb1164ead20d0cb98eebacc3cb39e54ff04b0241757,10,V2C01211,1,"[2,4,6,9]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,2,2,[2],bf96277ee91d1ba307c6ca5c6f8f56dfca550361283de79703ed834c3ea70ec4,10,V2C01212,1,"[2,4,6,9]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,3,3,[3],c2017b9edc99e18f8a626a426936fb04a99a68adc9a130b7b995f3c1c0a09003,10,V2C01213,1,"[2,4,6,9]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,3,3,[3],c289548e2cdd3d81f1baca3d4583d8291a994759b3ef3bd06c0b3cbd778789fd,10,V2C01214,1,"[2,4,6,9]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,4,4,[4],e08a293c90181ce6b7dad000d0efec39234c27b737b223a245c59cf2f7d7b922,10,V2C01215,1,"[2,4,6,9]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,2,2,[2],e3ab9c0071b2d529a961b98b7f0f4c6b38358b8cb48e075f4f7b623187ec4a84,10,V2C01216,1,"[2,4,6,9]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,0,0,[0],ea66681bd3fa31c8e11d6ea78480e8270755413f76617e47632eef9ba03af4e2,10,V2C01217,1,"[2,4,6,9]",4,"[1,2,3,4]",False,"[""zero""]",40,19
21,2,2,[2],f3d32e2b9b069cd9794933fdd721cacc80c53d15eec090d1edcd008d0cfc963f,10,V2C01218,1,"[2,4,6,9]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,3,3,[3],f8978fbfe533a13cd556d5b074f1b016c3c59536cb5f35b0a8f50ef7f21890f9,10,V2C01219,1,"[2,4,6,9]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,2,2,[2],0866ca7003f156b8d5c2dde0925595e505e6d81f0ddb6ba5515da09ef71d066d,10,V2C01220,1,"[2,4,7,8]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,3,3,[3],30df721d3ae609af9684e311a799e865d89af5cfe302c25d7e3460dbb23b90f1,10,V2C01221,1,"[2,4,7,8]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,1,1,[1],613c0053c8434c4fbb2224231bcebc5c194e86e1dd23986bd3ca4590ee27b63c,10,V2C01222,1,"[2,4,7,8]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,1,1,[1],65448a3712e365b672836df59c3aa18934d863ddd8f161aea2af9a503d4eead3,10,V2C01223,1,"[2,4,7,8]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,3,3,[3],66634876a180202a1ec9a82837c788c7c964a7b57f65c0f90d77a9191cc37f25,10,V2C01224,1,"[2,4,7,8]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,2,2,[2],7664a14cb67c08a74ce4f9a0a091c138c675d4fe9d64de17cfdb17eb70c1940b,10,V2C01225,1,"[2,4,7,8]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,1,1,[1],87a1c0f2d61c0de63bae799fc5dd47cf3a40e996ffb463685e266659e21fd38e,10,V2C01226,1,"[2,4,7,8]",4,"[1,2,3,4]",False,"[""positive""]",40,19
