D,Delta_max,Delta_min,Delta_values,M_K_v2_hash,P,class_id,class_size,d_multiset,n,p_multiset,sign_reversal,sign_set,tau_den,tau_num
17,-2,-2,[-2],fb64c3c790757cecf7c382b67151b0b6fbc0ae766d60fb63a07558af34321611,10,V2C00950,1,"[2,3,4,8]",4,"[1,2,3,4]",False,"[""negative""]",40,23
18,0,0,[0],0df6bde542716c5744afcc5248bc12866f8ce2502be1abe144d6837c68e080a2,10,V2C00951,1,"[2,3,4,9]",4,"[1,2,3,4]",False,"[""zero""]",20,11
18,3,3,[3],22b63d5f817dfd2c85ea10e7620dd96ce2db5b8b4f61fe36fb04096fd6ca3457,10,V2C00952,1,"[2,3,4,9]",4,"[1,2,3,4]",False,"[""positive""]",20,11
18,1,1,[1],3ca03539be6ab086d0397d6b9a775967db4072cea9c95a032895b43e34fcc9be,10,V2C00953,1,"[2,3,4,9]",4,"[1,2,3,4]",False,"[""positive""]",20,11
18,0,0,[0],54c92a0ece903de78fb5bd1429e8b7df5118e95f8bfef93dac7424f79f1b3989,10,V2C00954,1,"[2,3,4,9]",4,"[1,2,3,4]",False,"[""zero""]",20,11
18,2,2,[2],566357391221ce5825d6149cb155d0bc5c27a9361fb17ee13ffc442b5f4a8ef7,10,V2C00955,1,"[2,3,4,9]",4,"[1,2,3,4]",False,"[""positive""]",20,11
18,1,1,[1],5c200179a750bc19d10f8158a99c4a7ef1c6ca468862a28221f78e0f8b7ec91c,10,V2C00956,1,"[2,3,4,9]",4,"[1,2,3,4]",False,"[""positive""]",20,11
18,1,1,[1],87a1c0f2d61c0de63bae799fc5dd47cf3a40e996ffb463685e266659e21fd38e,10,V2C00957,1,"[2,3,4,9]",4,"[1,2,3,4]",False,"[""positive""]",20,11
18,3,3,[3],a13efc38b8d612d3156aadb1164ead20d0cb98eebacc3cb39e54ff04b0241757,10,V2C00958,1,"[2,3,4,9]",4,"[1,2,3,4]",False,"[""positive""]",20,11
18,0,0,[0],a6e8f755912a2036daa82da85871299b04f26a37ce5645bead34dd133f460b87,10,V2C00959,1,"[2,3,4,9]",4,"[1,2,3,4]",False,"[""zero""]",20,11
18,1,1,[1],aa398c89211044a7bfcf4408f719fa25ae08e5624076ee1216b0c0dde6c79776,10,V2C00960,1,"[2,3,4,9]",4,"[1,2,3,4]",False,"[""positive""]",20,11
18,2,2,[2],bf96277ee91d1ba307c6ca5c6f8f56dfca550361283de79703ed834c3ea70ec4,10,V2C00961,1,"[2,3,4,9]",4,"[1,2,3,4]",False,"[""positive""]",20,11
18,1,1,[1],c289548e2cdd3d81f1baca3d4583d8291a994759b3ef3bd06c0b3cbd778789fd,10,V2C00962,1,"[2,3,4,9]",4,"[1,2,3,4]",False,"[""positive""]",20,11
18,0,0,[0],ea66681bd3fa31c8e11d6ea78480e8270755413f76617e47632eef9ba03af4e2,10,V2C00963,1,"[2,3,4,9]",4,"[1,2,3,4]",False,"[""zero""]",20,11
18,3,3,[3],f8978fbfe533a13cd556d5b074f1b016c3c59536cb5f35b0a8f50ef7f21890f9,10,V2C00964,1,"[2,3,4,9]",4,"[1,2,3,4]",False,"[""positive""]",20,11
16,-2,-2,[-2],06365582b5ac2955c7b7e93867da332245395da2260b283feb7ede45c19b8f32,10,V2C00965,1,"[2,3,5,6]",4,"[1,2,3,4]",False,"[""negative""]",5,3
16,-2,-2,[-2],0beceb8a734859055b448c96855ffeb6d985db8436505cef461a78c612cdd28c,10,V2C00966,1,"[2,3,5,6]",4,"[1,2,3,4]",False,"[""negative""]",5,3
16,1,1,[1],141843abbc1ad36d104a05bb60ecda8e13845da4539cd651c5c9d0010163f01e,10,V2C00967,1,"[2,3,5,6]",4,"[1,2,3,4]",False,"[""positive""]",5,3
16,0,0,[0],25b63d91ffffefe5ce70df559ef971fa18ef128a7d4e68fd23d74e049c3e9241,10,V2C00968,1,"[2,3,5,6]",4,"[1,2,3,4]",False,"[""zero""]",5,3
16,-2,-2,[-2],289004324b08c05289d088ece7659bf1589e11031e41c88b243d840ff4860908,10,V2C00969,1,"[2,3,5,6]",4,"[1,2,3,4]",False,"[""negative""]",5,3
16,-1,-1,[-1],42957ee41e558fa0677d336c93a6e1fb3cdc50509870fc1061d87044394d3ca6,10,V2C00970,1,"[2,3,5,6]",4,"[1,2,3,4]",False,"[""negative""]",5,3
16,-1,-1,[-1],429e40c48a57d6d3c915784e8c9dcea211a3fffe939cd39315938341a18c11de,10,V2C00971,1,"[2,3,5,6]",4,"[1,2,3,4]",False,"[""negative""]",5,3
16,-1,-1,[-1],65448a3712e365b672836df59c3aa18934d863ddd8f161aea2af9a503d4eead3,10,V2C00972,1,"[2,3,5,6]",4,"[1,2,3,4]",False,"[""negative""]",5,3
16,-2,-2,[-2],67d378bd917ef7941850e40b4b54829c7a652126026872255e1b3ccb9133adc4,10,V2C00973,1,"[2,3,5,6]",4,"[1,2,3,4]",False,"[""negative""]",5,3
16,-4,-4,[-4],70363939d1c824af8b02413be2ce151ba315a7dcfeba65534e9d21662b30564b,10,V2C00974,1,"[2,3,5,6]",4,"[1,2,3,4]",False,"[""negative""]",5,3
16,-2,-2,[-2],7398ac56383a9fe707e8b84d7c51e036d37ffa96846ec9ebea1633f05f55d881,10,V2C00975,1,"[2,3,5,6]",4,"[1,2,3,4]",False,"[""negative""]",5,3
16,1,1,[1],7664a14cb67c08a74ce4f9a0a091c138c675d4fe9d64de17cfdb17eb70c1940b,10,V2C00976,1,"[2,3,5,6]",4,"[1,2,3,4]",False,"[""positive""]",5,3
16,-2,-2,[-2],86c36de9ab29324281fbbb5548914d22acc1c4ade8257c3a72b60f88ef351a2d,10,V2C00977,1,"[2,3,5,6]",4,"[1,2,3,4]",False,"[""negative""]",5,3
16,1,1,[1],87a1c0f2d61c0de63bae799fc5dd47cf3a40e996ffb463685e266659e21fd38e,10,V2C00978,1,"[2,3,5,6]",4,"[1,2,3,4]",False,"[""positive""]",5,3
16,-1,-1,[-1],aac920d42175c0111569e218d1d5ddf9eb4a6fdca7cd09bee48ecf84934b5f94,10,V2C00979,1,"[2,3,5,6]",4,"[1,2,3,4]",False,"[""negative""]",5,3
16,0,0,[0],c05f23394596ae9fa98df31ef87a596f92c6c6244caad6bfd01272cc5daa4d63,10,V2C00980,1,"[2,3,5,6]",4,"[1,2,3,4]",False,"[""zero""]",5,3
16,0,0,[0],c2be3a981d3ef5cf56f6d4c5b35f7f7d6e14056f9641ec7964439c2543d09e4e,10,V2C00981,1,"[2,3,5,6]",4,"[1,2,3,4]",False,"[""zero""]",5,3
16,-1,-1,[-1],d9c68703a6aba49a2be277565fb4948f8fc8c1ae4eaaca7e8ceb5696a9867721,10,V2C00982,1,"[2,3,5,6]",4,"[1,2,3,4]",False,"[""negative""]",5,3
16,0,0,[0],ea66681bd3fa31c8e11d6ea78480e8270755413f76617e47632eef9ba03af4e2,10,V2C00983,1,"[2,3,5,6]",4,"[1,2,3,4]",False,"[""zero""]",5,3
16,-1,-1,[-1],eeeb84a07001d490acb2e41ca051999ffeb0b61ed70ee0adf318857cb3d31a80,10,V2C00984,1,"[2,3,5,6]",4,"[1,2,3,4]",False,"[""negative""]",5,3
16,-3,-3,[-3],fb64c3c790757cecf7c382b67151b0b6fbc0ae766d60fb63a07558af34321611,10,V2C00985,1,"[2,3,5,6]",4,"[1,2,3,4]",False,"[""negative""]",5,3
17,-1,-1,[-1],06365582b5ac2955c7b7e93867da332245395da2260b283feb7ede45c19b8f32,10,V2C00986,1,"[2,3,5,7]",4,"[1,2,3,4]",False,"[""negative""]",40,23
17,-1,-1,[-1],0beceb8a734859055b448c96855ffeb6d985db8436505cef461a78c612cdd28c,10,V2C00987,1,"[2,3,5,7]",4,"[1,2,3,4]",False,"[""negative""]",40,23
17,1,1,[1],141843abbc1ad36d104a05bb60ecda8e13845da4539cd651c5c9d0010163f01e,10,V2C00988,1,"[2,3,5,7]",4,"[1,2,3,4]",False,"[""positive""]",40,23
17,-1,-1,[-1],289004324b08c05289d088ece7659bf1589e11031e41c88b243d840ff4860908,10,V2C00989,1,"[2,3,5,7]",4,"[1,2,3,4]",False,"[""negative""]",40,23
17,0,0,[0],429e40c48a57d6d3c915784e8c9dcea211a3fffe939cd39315938341a18c11de,10,V2C00990,1,"[2,3,5,7]",4,"[1,2,3,4]",False,"[""zero""]",40,23
17,0,0,[0],65448a3712e365b672836df59c3aa18934d863ddd8f161aea2af9a503d4eead3,10,V2C00991,1,"[2,3,5,7]",4,"[1,2,3,4]",False,"[""zero""]",40,23
17,-3,-3,[-3],70363939d1c824af8b02413be2ce151ba315a7dcfeba65534e9d21662b30564b,10,V2C00992,1,"[2,3,5,7]",4,"[1,2,3,4]",False,"[""negative""]",40,23
17,-1,-1,[-1],7398ac56383a9fe707e8b84d7c51e036d37ffa96846ec9ebea1633f05f55d881,10,V2C00993,1,"[2,3,5,7]",4,"[1,2,3,4]",False,"[""negative""]",40,23
17,1,1,[1],7664a14cb67c08a74ce4f9a0a091c138c675d4fe9d64de17cfdb17eb70c1940b,10,V2C00994,1,"[2,3,5,7]",4,"[1,2,3,4]",False,"[""positive""]",40,23
17,-1,-1,[-1],86c36de9ab29324281fbbb5548914d22acc1c4ade8257c3a72b60f88ef351a2d,10,V2C00995,1,"[2,3,5,7]",4,"[1,2,3,4]",False,"[""negative""]",40,23
17,1,1,[1],87a1c0f2d61c0de63bae799fc5dd47cf3a40e996ffb463685e266659e21fd38e,10,V2C00996,1,"[2,3,5,7]",4,"[1,2,3,4]",False,"[""positive""]",40,23
17,1,1,[1],c05f23394596ae9fa98df31ef87a596f92c6c6244caad6bfd01272cc5daa4d63,10,V2C00997,1,"[2,3,5,7]",4,"[1,2,3,4]",False,"[""positive""]",40,23
17,1,1,[1],c2be3a981d3ef5cf56f6d4c5b35f7f7d6e14056f9641ec7964439c2543d09e4e,10,V2C00998,1,"[2,3,5,7]",4,"[1,2,3,4]",False,"[""positive""]",40,23
17,0,0,[0],ea66681bd3fa31c8e11d6ea78480e8270755413f76617e47632eef9ba03af4e2,10,V2C00999,1,"[2,3,5,7]",4,"[1,2,3,4]",False,"[""zero""]",40,23
17,0,0,[0],eeeb84a07001d490acb2e41ca051999ffeb0b61ed70ee0adf318857cb3d31a80,10,V2C01000,1,"[2,3,5,7]",4,"[1,2,3,4]",False,"[""zero""]",40,23
17,-2,-2,[-2],fb64c3c790757cecf7c382b67151b0b6fbc0ae766d60fb63a07558af34321611,10,V2C01001,1,"[2,3,5,7]",4,"[1,2,3,4]",False,"[""negative""]",40,23
18,0,0,[0],06365582b5ac2955c7b7e93867da332245395da2260b283feb7ede45c19b8f32,10,V2C01002,1,"[2,3,5,8]",4,"[1,2,3,4]",False,"[""zero""]",20,11
18,1,1,[1],141843abbc1ad36d104a05bb60ecda8e13845da4539cd651c5c9d0010163f01e,10,V2C01003,1,"[2,3,5,8]",4,"[1,2,3,4]",False,"[""positive""]",20,11
18,0,0,[0],289004324b08c05289d088ece7659bf1589e11031e41c88b243d840ff4860908,10,V2C01004,1,"[2,3,5,8]",4,"[1,2,3,4]",False,"[""zero""]",20,11
18,1,1,[1],5c200179a750bc19d10f8158a99c4a7ef1c6ca468862a28221f78e0f8b7ec91c,10,V2C01005,1,"[2,3,5,8]",4,"[1,2,3,4]",False,"[""positive""]",20,11
18,1,1,[1],65448a3712e365b672836df59c3aa18934d863ddd8f161aea2af9a503d4eead3,10,V2C01006,1,"[2,3,5,8]",4,"[1,2,3,4]",False,"[""positive""]",20,11
18,-2,-2,[-2],70363939d1c824af8b02413be2ce151ba315a7dcfeba65534e9d21662b30564b,10,V2C01007,1,"[2,3,5,8]",4,"[1,2,3,4]",False,"[""negative""]",20,11
18,0,0,[0],7398ac56383a9fe707e8b84d7c51e036d37ffa96846ec9ebea1633f05f55d881,10,V2C01008,1,"[2,3,5,8]",4,"[1,2,3,4]",False,"[""zero""]",20,11
18,1,1,[1],7664a14cb67c08a74ce4f9a0a091c138c675d4fe9d64de17cfdb17eb70c1940b,10,V2C01009,1,"[2,3,5,8]",4,"[1,2,3,4]",False,"[""positive""]",20,11
18,1,1,[1],87a1c0f2d61c0de63bae799fc5dd47cf3a40e996ffb463685e266659e21fd38e,10,V2C01010,1,"[2,3,5,8]",4,"[1,2,3,4]",False,"[""positive""]",20,11
18,2,2,[2],a13efc38b8d612d3156aadb1164ead20d0cb98eebacc3cb39e54ff04b0241757,10,V2C01011,1,"[2,3,5,8]",4,"[1,2,3,4]",False,"[""positive""]",20,11
18,1,1,[1],bf96277ee91d1ba307c6ca5c6f8f56dfca550361283de79703ed834c3ea70ec4,10,V2C01012,1,"[2,3,5,8]",4,"[1,2,3,4]",False,"[""positive""]",20,11
18,0,0,[0],ea66681bd3fa31c8e11d6ea78480e8270755413f76617e47632eef9ba03af4e2,10,V2C01013,1,"[2,3,5,8]",4,"[1,2,3,4]",False,"[""zero""]",20,11
18,-1,-1,[-1],fb64c3c790757cecf7c382b67151b0b6fbc0ae766d60fb63a07558af34321611,10,V2C01014,1,"[2,3,5,8]",4,"[1,2,3,4]",False,"[""negative""]",20,11
19,1,1,[1],141843abbc1ad36d104a05bb60ecda8e13845da4539cd651c5c9d0010163f01e,10,V2C01015,1,"[2,3,5,9]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,3,3,[3],22b63d5f817dfd2c85ea10e7620dd96ce2db5b8b4f61fe36fb04096fd6ca3457,10,V2C01016,1,"[2,3,5,9]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,1,1,[1],54c92a0ece903de78fb5bd1429e8b7df5118e95f8bfef93dac7424f79f1b3989,10,V2C01017,1,"[2,3,5,9]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,2,2,[2],5c200179a750bc19d10f8158a99c4a7ef1c6ca468862a28221f78e0f8b7ec91c,10,V2C01018,1,"[2,3,5,9]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,1,1,[1],7664a14cb67c08a74ce4f9a0a091c138c675d4fe9d64de17cfdb17eb70c1940b,10,V2C01019,1,"[2,3,5,9]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,1,1,[1],87a1c0f2d61c0de63bae799fc5dd47cf3a40e996ffb463685e266659e21fd38e,10,V2C01020,1,"[2,3,5,9]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,3,3,[3],a13efc38b8d612d3156aadb1164ead20d0cb98eebacc3cb39e54ff04b0241757,10,V2C01021,1,"[2,3,5,9]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,2,2,[2],bf96277ee91d1ba307c6ca5c6f8f56dfca550361283de79703ed834c3ea70ec4,10,V2C01022,1,"[2,3,5,9]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,2,2,[2],c289548e2cdd3d81f1baca3d4583d8291a994759b3ef3bd06c0b3cbd778789fd,10,V2C01023,1,"[2,3,5,9]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,0,0,[0],ea66681bd3fa31c8e11d6ea78480e8270755413f76617e47632eef9ba03af4e2,10,V2C01024,1,"[2,3,5,9]",4,"[1,2,3,4]",False,"[""zero""]",40,21
19,3,3,[3],f8978fbfe533a13cd556d5b074f1b016c3c59536cb5f35b0a8f50ef7f21890f9,10,V2C01025,1,"[2,3,5,9]",4,"[1,2,3,4]",False,"[""positive""]",40,21
18,0,0,[0],0beceb8a734859055b448c96855ffeb6d985db8436505cef461a78c612cdd28c,10,V2C01026,1,"[2,3,6,7]",4,"[1,2,3,4]",False,"[""zero""]",20,11
18,2,2,[2],141843abbc1ad36d104a05bb60ecda8e13845da4539cd651c5c9d0010163f01e,10,V2C01027,1,"[2,3,6,7]",4,"[1,2,3,4]",False,"[""positive""]",20,11
18,-1,-1,[-1],287e4579f9cab9c90fe17b81d6b26cf3b71333bc83fb5763ed0e06be66b6ed1d,10,V2C01028,1,"[2,3,6,7]",4,"[1,2,3,4]",False,"[""negative""]",20,11
18,0,0,[0],551332a25907281b03b42ca753221eb302f5f3d64d96f2bdff44566b0e948f49,10,V2C01029,1,"[2,3,6,7]",4,"[1,2,3,4]",False,"[""zero""]",20,11
18,0,0,[0],65448a3712e365b672836df59c3aa18934d863ddd8f161aea2af9a503d4eead3,10,V2C01030,1,"[2,3,6,7]",4,"[1,2,3,4]",False,"[""zero""]",20,11
18,-1,-1,[-1],7398ac56383a9fe707e8b84d7c51e036d37ffa96846ec9ebea1633f05f55d881,10,V2C01031,1,"[2,3,6,7]",4,"[1,2,3,4]",False,"[""negative""]",20,11
18,1,1,[1],74da8e63038246f52b49d869688567e5207353baf01a0095c34f03b41262c792,10,V2C01032,1,"[2,3,6,7]",4,"[1,2,3,4]",False,"[""positive""]",20,11
18,2,2,[2],7664a14cb67c08a74ce4f9a0a091c138c675d4fe9d64de17cfdb17eb70c1940b,10,V2C01033,1,"[2,3,6,7]",4,"[1,2,3,4]",False,"[""positive""]",20,11
18,1,1,[1],87a1c0f2d61c0de63bae799fc5dd47cf3a40e996ffb463685e266659e21fd38e,10,V2C01034,1,"[2,3,6,7]",4,"[1,2,3,4]",False,"[""positive""]",20,11
18,2,2,[2],89f82e06fac1887ab29373489601f45ed715711e6842dd53c6ee8b7bf30d89ba,10,V2C01035,1,"[2,3,6,7]",4,"[1,2,3,4]",False,"[""positive""]",20,11
18,1,1,[1],c05f23394596ae9fa98df31ef87a596f92c6c6244caad6bfd01272cc5daa4d63,10,V2C01036,1,"[2,3,6,7]",4,"[1,2,3,4]",False,"[""positive""]",20,11
18,1,1,[1],c2017b9edc99e18f8a626a426936fb04a99a68adc9a130b7b995f3c1c0a09003,10,V2C01037,1,"[2,3,6,7]",4,"[1,2,3,4]",False,"[""positive""]",20,11
18,1,1,[1],c2be3a981d3ef5cf56f6d4c5b35f7f7d6e14056f9641ec7964439c2543d09e4e,10,V2C01038,1,"[2,3,6,7]",4,"[1,2,3,4]",False,"[""positive""]",20,11
18,0,0,[0],d5cb868f906a8e579dbe28390206aa16c73fa6eae9ae6588bab70248a844933c,10,V2C01039,1,"[2,3,6,7]",4,"[1,2,3,4]",False,"[""zero""]",20,11
18,0,0,[0],ea66681bd3fa31c8e11d6ea78480e8270755413f76617e47632eef9ba03af4e2,10,V2C01040,1,"[2,3,6,7]",4,"[1,2,3,4]",False,"[""zero""]",20,11
18,1,1,[1],eeeb84a07001d490acb2e41ca051999ffeb0b61ed70ee0adf318857cb3d31a80,10,V2C01041,1,"[2,3,6,7]",4,"[1,2,3,4]",False,"[""positive""]",20,11
19,2,2,[2],141843abbc1ad36d104a05bb60ecda8e13845da4539cd651c5c9d0010163f01e,10,V2C01042,1,"[2,3,6,8]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,1,1,[1],65448a3712e365b672836df59c3aa18934d863ddd8f161aea2af9a503d4eead3,10,V2C01043,1,"[2,3,6,8]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,0,0,[0],7398ac56383a9fe707e8b84d7c51e036d37ffa96846ec9ebea1633f05f55d881,10,V2C01044,1,"[2,3,6,8]",4,"[1,2,3,4]",False,"[""zero""]",40,21
19,1,1,[1],74da8e63038246f52b49d869688567e5207353baf01a0095c34f03b41262c792,10,V2C01045,1,"[2,3,6,8]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,2,2,[2],7664a14cb67c08a74ce4f9a0a091c138c675d4fe9d64de17cfdb17eb70c1940b,10,V2C01046,1,"[2,3,6,8]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,1,1,[1],87a1c0f2d61c0de63bae799fc5dd47cf3a40e996ffb463685e266659e21fd38e,10,V2C01047,1,"[2,3,6,8]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,2,2,[2],89f82e06fac1887ab29373489601f45ed715711e6842dd53c6ee8b7bf30d89ba,10,V2C01048,1,"[2,3,6,8]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,2,2,[2],a13efc38b8d612d3156aadb1164ead20d0cb98eebacc3cb39e54ff04b0241757,10,V2C01049,1,"[2,3,6,8]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,1,1,[1],bf96277ee91d1ba307c6ca5c6f8f56dfca550361283de79703ed834c3ea70ec4,10,V2C01050,1,"[2,3,6,8]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,2,2,[2],c2017b9edc99e18f8a626a426936fb04a99a68adc9a130b7b995f3c1c0a09003,10,V2C01051,1,"[2,3,6,8]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,1,1,[1],d5cb868f906a8e579dbe28390206aa16c73fa6eae9ae6588bab70248a844933c,10,V2C01052,1,"[2,3,6,8]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,0,0,[0],ea66681bd3fa31c8e11d6ea78480e8270755413f76617e47632eef9ba03af4e2,10,V2C01053,1,"[2,3,6,8]",4,"[1,2,3,4]",False,"[""zero""]",40,21
20,2,2,[2],141843abbc1ad36d104a05bb60ecda8e13845da4539cd651c5c9d0010163f01e,10,V2C01054,1,"[2,3,6,9]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,3,3,[3],22b63d5f817dfd2c85ea10e7620dd96ce2db5b8b4f61fe36fb04096fd6ca3457,10,V2C01055,1,"[2,3,6,9]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,1,1,[1],519f4cf19e7cde5d07fe92a6c62a1c99eefa3d6187ef349c3267ca44ed18afb1,10,V2C01056,1,"[2,3,6,9]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,2,2,[2],54c92a0ece903de78fb5bd1429e8b7df5118e95f8bfef93dac7424f79f1b3989,10,V2C01057,1,"[2,3,6,9]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,2,2,[2],5fd7be436ed1681027aa8f4a5b24ed0c49cc9424ed2389bd79a07886d3e20f3c,10,V2C01058,1,"[2,3,6,9]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,1,1,[1],74da8e63038246f52b49d869688567e5207353baf01a0095c34f03b41262c792,10,V2C01059,1,"[2,3,6,9]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,2,2,[2],7664a14cb67c08a74ce4f9a0a091c138c675d4fe9d64de17cfdb17eb70c1940b,10,V2C01060,1,"[2,3,6,9]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,1,1,[1],87a1c0f2d61c0de63bae799fc5dd47cf3a40e996ffb463685e266659e21fd38e,10,V2C01061,1,"[2,3,6,9]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,2,2,[2],89f82e06fac1887ab29373489601f45ed715711e6842dd53c6ee8b7bf30d89ba,10,V2C01062,1,"[2,3,6,9]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,3,3,[3],a13efc38b8d612d3156aadb1164ead20d0cb98eebacc3cb39e54ff04b0241757,10,V2C01063,1,"[2,3,6,9]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,2,2,[2],bf96277ee91d1ba307c6ca5c6f8f56dfca550361283de79703ed834c3ea70ec4,10,V2C01064,1,"[2,3,6,9]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,3,3,[3],c2017b9edc99e18f8a626a426936fb04a99a68adc9a130b7b995f3c1c0a09003,10,V2C01065,1,"[2,3,6,9]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,3,3,[3],c289548e2cdd3d81f1baca3d4583d8291a994759b3ef3bd06c0b3cbd778789fd,10,V2C01066,1,"[2,3,6,9]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,2,2,[2],d5cb868f906a8e579dbe28390206aa16c73fa6eae9ae6588bab70248a844933c,10,V2C01067,1,"[2,3,6,9]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,0,0,[0],ea66681bd3fa31c8e11d6ea78480e8270755413f76617e47632eef9ba03af4e2,10,V2C01068,1,"[2,3,6,9]",4,"[1,2,3,4]",False,"[""zero""]",2,1
20,3,3,[3],f8978fbfe533a13cd556d5b074f1b016c3c59536cb5f35b0a8f50ef7f21890f9,10,V2C01069,1,"[2,3,6,9]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,2,2,[2],141843abbc1ad36d104a05bb60ecda8e13845da4539cd651c5c9d0010163f01e,10,V2C01070,1,"[2,3,7,8]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,1,1,[1],613c0053c8434c4fbb2224231bcebc5c194e86e1dd23986bd3ca4590ee27b63c,10,V2C01071,1,"[2,3,7,8]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,1,1,[1],65448a3712e365b672836df59c3aa18934d863ddd8f161aea2af9a503d4eead3,10,V2C01072,1,"[2,3,7,8]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,3,3,[3],66634876a180202a1ec9a82837c788c7c964a7b57f65c0f90d77a9191cc37f25,10,V2C01073,1,"[2,3,7,8]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,0,0,[0],7398ac56383a9fe707e8b84d7c51e036d37ffa96846ec9ebea1633f05f55d881,10,V2C01074,1,"[2,3,7,8]",4,"[1,2,3,4]",False,"[""zero""]",2,1
20,1,1,[1],74da8e63038246f52b49d869688567e5207353baf01a0095c34f03b41262c792,10,V2C01075,1,"[2,3,7,8]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,2,2,[2],7664a14cb67c08a74ce4f9a0a091c138c675d4fe9d64de17cfdb17eb70c1940b,10,V2C01076,1,"[2,3,7,8]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,-1,-1,[-1],7712e1de349ec6e90d4f6d58aeecc4a4e1e5b9b466ab8c0015c5f07013b96e38,10,V2C01077,1,"[2,3,7,8]",4,"[1,2,3,4]",False,"[""negative""]",2,1
20,1,1,[1],87a1c0f2d61c0de63bae799fc5dd47cf3a40e996ffb463685e266659e21fd38e,10,V2C01078,1,"[2,3,7,8]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,2,2,[2],89f82e06fac1887ab29373489601f45ed715711e6842dd53c6ee8b7bf30d89ba,10,V2C01079,1,"[2,3,7,8]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,2,2,[2],a13efc38b8d612d3156aadb1164ead20d0cb98eebacc3cb39e54ff04b0241757,10,V2C01080,1,"[2,3,7,8]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,1,1,[1],bf96277ee91d1ba307c6ca5c6f8f56dfca550361283de79703ed834c3ea70ec4,10,V2C01081,1,"[2,3,7,8]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,3,3,[3],c2017b9edc99e18f8a626a426936fb04a99a68adc9a130b7b995f3c1c0a09003,10,V2C01082,1,"[2,3,7,8]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,2,2,[2],d5cb868f906a8e579dbe28390206aa16c73fa6eae9ae6588bab70248a844933c,10,V2C01083,1,"[2,3,7,8]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,1,1,[1],e35f1cef60bc3f4021ce18a8411ef7b5742f00a62cee1b145cc7356eab0358e6,10,V2C01084,1,"[2,3,7,8]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,0,0,[0],ea66681bd3fa31c8e11d6ea78480e8270755413f76617e47632eef9ba03af4e2,10,V2C01085,1,"[2,3,7,8]",4,"[1,2,3,4]",False,"[""zero""]",2,1
21,2,2,[2],141843abbc1ad36d104a05bb60ecda8e13845da4539cd651c5c9d0010163f01e,10,V2C01086,1,"[2,3,7,9]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,3,3,[3],22b63d5f817dfd2c85ea10e7620dd96ce2db5b8b4f61fe36fb04096fd6ca3457,10,V2C01087,1,"[2,3,7,9]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,4,4,[4],66634876a180202a1ec9a82837c788c7c964a7b57f65c0f90d77a9191cc37f25,10,V2C01088,1,"[2,3,7,9]",4,"[1,2,3,4]",False,"[""positive""]",40,19
