Delta_high,Delta_low,M_K_v2_hash,M_K_v2_serialized,class_id,different_pairing,hard_controls_equal,high_instance_id,low_instance_id
-1,-2,5025cd244c792ba3f4f9c7efe7b532d61de1ab964c94f2c441c110cbbfb4835c,"{""schema"":""TARDY_BOUND_MK_V2"",""G123_edges"":[[1,2],[1,3],[1,4],[2,3],[2,4],[3,4]],""EDD_C22"":false,""GEOM4"":[false,true,false,false],""G_beta_edges"":[[1,2],[1,3],[2,3],[1,4],[2,4],[3,4]],""S_beta"":[1,2,3,4],""BETA_STATUS"":[""NA"",""NA"",""NA"",""NA""],""LAWLER_PARTITION_FAMILY"":[[4,[1,2,3],4,[]]],""Q_exact"":[1,2,3,4],""h_key"":4,""T_MDD"":[{""prefix"":[],""argmin"":[1]},{""prefix"":[1],""argmin"":[2]},{""prefix"":[1,2],""argmin"":[3]},{""prefix"":[1,2,3],""argmin"":[4]},{""prefix"":[1,2,3,4],""argmin"":[]}]}",V2C00090,True,True,n4_o004_r0135,n4_o004_r0141
0,-1,65448a3712e365b672836df59c3aa18934d863ddd8f161aea2af9a503d4eead3,"{""schema"":""TARDY_BOUND_MK_V2"",""G123_edges"":[[1,4],[2,1],[2,3],[2,4],[3,1],[3,4]],""EDD_C22"":false,""GEOM4"":[false,false,false,false],""G_beta_edges"":[[2,1],[3,1],[2,3],[1,4],[2,4],[3,4]],""S_beta"":[2,3,1,4],""BETA_STATUS"":[""STRICT_PASS"",""NA"",""NA"",""NA""],""LAWLER_PARTITION_FAMILY"":[[3,[2,3],4,[1]],[4,[1,2,3],4,[]]],""Q_exact"":[1,2,3,4],""h_key"":4,""T_MDD"":[{""prefix"":[],""argmin"":[2]},{""prefix"":[2],""argmin"":[3]},{""prefix"":[2,3],""argmin"":[1]},{""prefix"":[2,3,1],""argmin"":[4]},{""prefix"":[2,3,1,4],""argmin"":[]}]}",V2C00091,True,True,n4_o004_r0151,n4_o004_r0153
-1,-2,a6e8f755912a2036daa82da85871299b04f26a37ce5645bead34dd133f460b87,"{""schema"":""TARDY_BOUND_MK_V2"",""G123_edges"":[[1,3],[1,4],[2,1],[2,3],[2,4],[3,4]],""EDD_C22"":false,""GEOM4"":[false,false,false,false],""G_beta_edges"":[[2,1],[1,3],[2,3],[1,4],[2,4],[3,4]],""S_beta"":[2,1,3,4],""BETA_STATUS"":[""STRICT_PASS"",""NA"",""NA"",""NA""],""LAWLER_PARTITION_FAMILY"":[[4,[1,2,3],4,[]]],""Q_exact"":[1,2,3,4],""h_key"":4,""T_MDD"":[{""prefix"":[],""argmin"":[2]},{""prefix"":[2],""argmin"":[1]},{""prefix"":[2,1],""argmin"":[3]},{""prefix"":[2,1,3],""argmin"":[4]},{""prefix"":[2,1,3,4],""argmin"":[]}]}",V2C00094,True,True,n4_o004_r0145,n4_o004_r0147
1,0,c05f23394596ae9fa98df31ef87a596f92c6c6244caad6bfd01272cc5daa4d63,"{""schema"":""TARDY_BOUND_MK_V2"",""G123_edges"":[[1,2],[1,3],[1,4],[2,4],[3,2],[3,4]],""EDD_C22"":false,""GEOM4"":[false,false,false,false],""G_beta_edges"":[[1,2],[3,2],[1,3],[1,4],[2,4],[3,4]],""S_beta"":[1,3,2,4],""BETA_STATUS"":[""NA"",""STRICT_PASS"",""NA"",""NA""],""LAWLER_PARTITION_FAMILY"":[[3,[1,3],4,[2]],[4,[1,2,3],4,[]]],""Q_exact"":[1,2,3,4],""h_key"":4,""T_MDD"":[{""prefix"":[],""argmin"":[1]},{""prefix"":[1],""argmin"":[3]},{""prefix"":[1,3],""argmin"":[2]},{""prefix"":[1,3,2],""argmin"":[4]},{""prefix"":[1,3,2,4],""argmin"":[]}]}",V2C00096,True,True,n4_o004_r0137,n4_o004_r0143
-1,-2,5025cd244c792ba3f4f9c7efe7b532d61de1ab964c94f2c441c110cbbfb4835c,"{""schema"":""TARDY_BOUND_MK_V2"",""G123_edges"":[[1,2],[1,3],[1,4],[2,3],[2,4],[3,4]],""EDD_C22"":false,""GEOM4"":[false,true,false,false],""G_beta_edges"":[[1,2],[1,3],[2,3],[1,4],[2,4],[3,4]],""S_beta"":[1,2,3,4],""BETA_STATUS"":[""NA"",""NA"",""NA"",""NA""],""LAWLER_PARTITION_FAMILY"":[[4,[1,2,3],4,[]]],""Q_exact"":[1,2,3,4],""h_key"":4,""T_MDD"":[{""prefix"":[],""argmin"":[1]},{""prefix"":[1],""argmin"":[2]},{""prefix"":[1,2],""argmin"":[3]},{""prefix"":[1,2,3],""argmin"":[4]},{""prefix"":[1,2,3,4],""argmin"":[]}]}",V2C00105,True,True,n4_o005_r0159,n4_o005_r0165
1,0,65448a3712e365b672836df59c3aa18934d863ddd8f161aea2af9a503d4eead3,"{""schema"":""TARDY_BOUND_MK_V2"",""G123_edges"":[[1,4],[2,1],[2,3],[2,4],[3,1],[3,4]],""EDD_C22"":false,""GEOM4"":[false,false,false,false],""G_beta_edges"":[[2,1],[3,1],[2,3],[1,4],[2,4],[3,4]],""S_beta"":[2,3,1,4],""BETA_STATUS"":[""STRICT_PASS"",""NA"",""NA"",""NA""],""LAWLER_PARTITION_FAMILY"":[[3,[2,3],4,[1]],[4,[1,2,3],4,[]]],""Q_exact"":[1,2,3,4],""h_key"":4,""T_MDD"":[{""prefix"":[],""argmin"":[2]},{""prefix"":[2],""argmin"":[3]},{""prefix"":[2,3],""argmin"":[1]},{""prefix"":[2,3,1],""argmin"":[4]},{""prefix"":[2,3,1,4],""argmin"":[]}]}",V2C00107,True,True,n4_o005_r0175,n4_o005_r0177
-1,-2,a6e8f755912a2036daa82da85871299b04f26a37ce5645bead34dd133f460b87,"{""schema"":""TARDY_BOUND_MK_V2"",""G123_edges"":[[1,3],[1,4],[2,1],[2,3],[2,4],[3,4]],""EDD_C22"":false,""GEOM4"":[false,false,false,false],""G_beta_edges"":[[2,1],[1,3],[2,3],[1,4],[2,4],[3,4]],""S_beta"":[2,1,3,4],""BETA_STATUS"":[""STRICT_PASS"",""NA"",""NA"",""NA""],""LAWLER_PARTITION_FAMILY"":[[4,[1,2,3],4,[]]],""Q_exact"":[1,2,3,4],""h_key"":4,""T_MDD"":[{""prefix"":[],""argmin"":[2]},{""prefix"":[2],""argmin"":[1]},{""prefix"":[2,1],""argmin"":[3]},{""prefix"":[2,1,3],""argmin"":[4]},{""prefix"":[2,1,3,4],""argmin"":[]}]}",V2C00111,True,True,n4_o005_r0169,n4_o005_r0171
-1,-2,5025cd244c792ba3f4f9c7efe7b532d61de1ab964c94f2c441c110cbbfb4835c,"{""schema"":""TARDY_BOUND_MK_V2"",""G123_edges"":[[1,2],[1,3],[1,4],[2,3],[2,4],[3,4]],""EDD_C22"":false,""GEOM4"":[false,true,false,false],""G_beta_edges"":[[1,2],[1,3],[2,3],[1,4],[2,4],[3,4]],""S_beta"":[1,2,3,4],""BETA_STATUS"":[""NA"",""NA"",""NA"",""NA""],""LAWLER_PARTITION_FAMILY"":[[4,[1,2,3],4,[]]],""Q_exact"":[1,2,3,4],""h_key"":4,""T_MDD"":[{""prefix"":[],""argmin"":[1]},{""prefix"":[1],""argmin"":[2]},{""prefix"":[1,2],""argmin"":[3]},{""prefix"":[1,2,3],""argmin"":[4]},{""prefix"":[1,2,3,4],""argmin"":[]}]}",V2C00120,True,True,n4_o006_r0183,n4_o006_r0189
-1,-2,a6e8f755912a2036daa82da85871299b04f26a37ce5645bead34dd133f460b87,"{""schema"":""TARDY_BOUND_MK_V2"",""G123_edges"":[[1,3],[1,4],[2,1],[2,3],[2,4],[3,4]],""EDD_C22"":false,""GEOM4"":[false,false,false,false],""G_beta_edges"":[[2,1],[1,3],[2,3],[1,4],[2,4],[3,4]],""S_beta"":[2,1,3,4],""BETA_STATUS"":[""STRICT_PASS"",""NA"",""NA"",""NA""],""LAWLER_PARTITION_FAMILY"":[[4,[1,2,3],4,[]]],""Q_exact"":[1,2,3,4],""h_key"":4,""T_MDD"":[{""prefix"":[],""argmin"":[2]},{""prefix"":[2],""argmin"":[1]},{""prefix"":[2,1],""argmin"":[3]},{""prefix"":[2,1,3],""argmin"":[4]},{""prefix"":[2,1,3,4],""argmin"":[]}]}",V2C00126,True,True,n4_o006_r0193,n4_o006_r0195
3,2,d5cddb6f6b13568f8478cd83d3321dfc4bd068f719b215d690b045d2b85626d3,"{""schema"":""TARDY_BOUND_MK_V2"",""G123_edges"":[[1,2],[1,3],[1,4],[3,2],[3,4],[4,2]],""EDD_C22"":false,""GEOM4"":[false,false,false,false],""G_beta_edges"":[[1,2],[3,2],[4,2],[1,3],[1,4],[3,4]],""S_beta"":[1,3,4,2],""BETA_STATUS"":[""NA"",""STRICT_PASS"",""NA"",""NA""],""LAWLER_PARTITION_FAMILY"":[[3,[1,3],4,[2]],[4,[1,2,3],4,[]]],""Q_exact"":[1,2,3,4],""h_key"":3,""T_MDD"":[{""prefix"":[],""argmin"":[1]},{""prefix"":[1],""argmin"":[3]},{""prefix"":[1,3],""argmin"":[4]},{""prefix"":[1,3,4],""argmin"":[2]},{""prefix"":[1,3,4,2],""argmin"":[]}]}",V2C00129,True,True,n4_o006_r0185,n4_o006_r0191
0,-1,a6e8f755912a2036daa82da85871299b04f26a37ce5645bead34dd133f460b87,"{""schema"":""TARDY_BOUND_MK_V2"",""G123_edges"":[[1,3],[1,4],[2,1],[2,3],[2,4],[3,4]],""EDD_C22"":false,""GEOM4"":[false,false,false,false],""G_beta_edges"":[[2,1],[1,3],[2,3],[1,4],[2,4],[3,4]],""S_beta"":[2,1,3,4],""BETA_STATUS"":[""STRICT_PASS"",""NA"",""NA"",""NA""],""LAWLER_PARTITION_FAMILY"":[[4,[1,2,3],4,[]]],""Q_exact"":[1,2,3,4],""h_key"":4,""T_MDD"":[{""prefix"":[],""argmin"":[2]},{""prefix"":[2],""argmin"":[1]},{""prefix"":[2,1],""argmin"":[3]},{""prefix"":[2,1,3],""argmin"":[4]},{""prefix"":[2,1,3,4],""argmin"":[]}]}",V2C00138,True,True,n4_o007_r0217,n4_o007_r0219
-1,-2,c05f23394596ae9fa98df31ef87a596f92c6c6244caad6bfd01272cc5daa4d63,"{""schema"":""TARDY_BOUND_MK_V2"",""G123_edges"":[[1,2],[1,3],[1,4],[2,4],[3,2],[3,4]],""EDD_C22"":false,""GEOM4"":[false,false,false,false],""G_beta_edges"":[[1,2],[3,2],[1,3],[1,4],[2,4],[3,4]],""S_beta"":[1,3,2,4],""BETA_STATUS"":[""NA"",""STRICT_PASS"",""NA"",""NA""],""LAWLER_PARTITION_FAMILY"":[[3,[1,3],4,[2]],[4,[1,2,3],4,[]]],""Q_exact"":[1,2,3,4],""h_key"":4,""T_MDD"":[{""prefix"":[],""argmin"":[1]},{""prefix"":[1],""argmin"":[3]},{""prefix"":[1,3],""argmin"":[2]},{""prefix"":[1,3,2],""argmin"":[4]},{""prefix"":[1,3,2,4],""argmin"":[]}]}",V2C00141,True,True,n4_o007_r0209,n4_o007_r0215
-1,-2,65448a3712e365b672836df59c3aa18934d863ddd8f161aea2af9a503d4eead3,"{""schema"":""TARDY_BOUND_MK_V2"",""G123_edges"":[[1,4],[2,1],[2,3],[2,4],[3,1],[3,4]],""EDD_C22"":false,""GEOM4"":[false,false,false,false],""G_beta_edges"":[[2,1],[3,1],[2,3],[1,4],[2,4],[3,4]],""S_beta"":[2,3,1,4],""BETA_STATUS"":[""STRICT_PASS"",""NA"",""NA"",""NA""],""LAWLER_PARTITION_FAMILY"":[[3,[2,3],4,[1]],[4,[1,2,3],4,[]]],""Q_exact"":[1,2,3,4],""h_key"":4,""T_MDD"":[{""prefix"":[],""argmin"":[2]},{""prefix"":[2],""argmin"":[3]},{""prefix"":[2,3],""argmin"":[1]},{""prefix"":[2,3,1],""argmin"":[4]},{""prefix"":[2,3,1,4],""argmin"":[]}]}",V2C00151,True,True,n4_o008_r0247,n4_o008_r0249
0,-1,a6e8f755912a2036daa82da85871299b04f26a37ce5645bead34dd133f460b87,"{""schema"":""TARDY_BOUND_MK_V2"",""G123_edges"":[[1,3],[1,4],[2,1],[2,3],[2,4],[3,4]],""EDD_C22"":false,""GEOM4"":[false,false,false,false],""G_beta_edges"":[[2,1],[1,3],[2,3],[1,4],[2,4],[3,4]],""S_beta"":[2,1,3,4],""BETA_STATUS"":[""STRICT_PASS"",""NA"",""NA"",""NA""],""LAWLER_PARTITION_FAMILY"":[[4,[1,2,3],4,[]]],""Q_exact"":[1,2,3,4],""h_key"":4,""T_MDD"":[{""prefix"":[],""argmin"":[2]},{""prefix"":[2],""argmin"":[1]},{""prefix"":[2,1],""argmin"":[3]},{""prefix"":[2,1,3],""argmin"":[4]},{""prefix"":[2,1,3,4],""argmin"":[]}]}",V2C00155,True,True,n4_o008_r0241,n4_o008_r0243
0,-1,c05f23394596ae9fa98df31ef87a596f92c6c6244caad6bfd01272cc5daa4d63,"{""schema"":""TARDY_BOUND_MK_V2"",""G123_edges"":[[1,2],[1,3],[1,4],[2,4],[3,2],[3,4]],""EDD_C22"":false,""GEOM4"":[false,false,false,false],""G_beta_edges"":[[1,2],[3,2],[1,3],[1,4],[2,4],[3,4]],""S_beta"":[1,3,2,4],""BETA_STATUS"":[""NA"",""STRICT_PASS"",""NA"",""NA""],""LAWLER_PARTITION_FAMILY"":[[3,[1,3],4,[2]],[4,[1,2,3],4,[]]],""Q_exact"":[1,2,3,4],""h_key"":4,""T_MDD"":[{""prefix"":[],""argmin"":[1]},{""prefix"":[1],""argmin"":[3]},{""prefix"":[1,3],""argmin"":[2]},{""prefix"":[1,3,2],""argmin"":[4]},{""prefix"":[1,3,2,4],""argmin"":[]}]}",V2C00158,True,True,n4_o008_r0233,n4_o008_r0239
0,-1,65448a3712e365b672836df59c3aa18934d863ddd8f161aea2af9a503d4eead3,"{""schema"":""TARDY_BOUND_MK_V2"",""G123_edges"":[[1,4],[2,1],[2,3],[2,4],[3,1],[3,4]],""EDD_C22"":false,""GEOM4"":[false,false,false,false],""G_beta_edges"":[[2,1],[3,1],[2,3],[1,4],[2,4],[3,4]],""S_beta"":[2,3,1,4],""BETA_STATUS"":[""STRICT_PASS"",""NA"",""NA"",""NA""],""LAWLER_PARTITION_FAMILY"":[[3,[2,3],4,[1]],[4,[1,2,3],4,[]]],""Q_exact"":[1,2,3,4],""h_key"":4,""T_MDD"":[{""prefix"":[],""argmin"":[2]},{""prefix"":[2],""argmin"":[3]},{""prefix"":[2,3],""argmin"":[1]},{""prefix"":[2,3,1],""argmin"":[4]},{""prefix"":[2,3,1,4],""argmin"":[]}]}",V2C00169,True,True,n4_o009_r0271,n4_o009_r0273
0,-1,a6e8f755912a2036daa82da85871299b04f26a37ce5645bead34dd133f460b87,"{""schema"":""TARDY_BOUND_MK_V2"",""G123_edges"":[[1,3],[1,4],[2,1],[2,3],[2,4],[3,4]],""EDD_C22"":false,""GEOM4"":[false,false,false,false],""G_beta_edges"":[[2,1],[1,3],[2,3],[1,4],[2,4],[3,4]],""S_beta"":[2,1,3,4],""BETA_STATUS"":[""STRICT_PASS"",""NA"",""NA"",""NA""],""LAWLER_PARTITION_FAMILY"":[[4,[1,2,3],4,[]]],""Q_exact"":[1,2,3,4],""h_key"":4,""T_MDD"":[{""prefix"":[],""argmin"":[2]},{""prefix"":[2],""argmin"":[1]},{""prefix"":[2,1],""argmin"":[3]},{""prefix"":[2,1,3],""argmin"":[4]},{""prefix"":[2,1,3,4],""argmin"":[]}]}",V2C00171,True,True,n4_o009_r0265,n4_o009_r0267
1,0,c05f23394596ae9fa98df31ef87a596f92c6c6244caad6bfd01272cc5daa4d63,"{""schema"":""TARDY_BOUND_MK_V2"",""G123_edges"":[[1,2],[1,3],[1,4],[2,4],[3,2],[3,4]],""EDD_C22"":false,""GEOM4"":[false,false,false,false],""G_beta_edges"":[[1,2],[3,2],[1,3],[1,4],[2,4],[3,4]],""S_beta"":[1,3,2,4],""BETA_STATUS"":[""NA"",""STRICT_PASS"",""NA"",""NA""],""LAWLER_PARTITION_FAMILY"":[[3,[1,3],4,[2]],[4,[1,2,3],4,[]]],""Q_exact"":[1,2,3,4],""h_key"":4,""T_MDD"":[{""prefix"":[],""argmin"":[1]},{""prefix"":[1],""argmin"":[3]},{""prefix"":[1,3],""argmin"":[2]},{""prefix"":[1,3,2],""argmin"":[4]},{""prefix"":[1,3,2,4],""argmin"":[]}]}",V2C00172,True,True,n4_o009_r0257,n4_o009_r0263
1,0,65448a3712e365b672836df59c3aa18934d863ddd8f161aea2af9a503d4eead3,"{""schema"":""TARDY_BOUND_MK_V2"",""G123_edges"":[[1,4],[2,1],[2,3],[2,4],[3,1],[3,4]],""EDD_C22"":false,""GEOM4"":[false,false,false,false],""G_beta_edges"":[[2,1],[3,1],[2,3],[1,4],[2,4],[3,4]],""S_beta"":[2,3,1,4],""BETA_STATUS"":[""STRICT_PASS"",""NA"",""NA"",""NA""],""LAWLER_PARTITION_FAMILY"":[[3,[2,3],4,[1]],[4,[1,2,3],4,[]]],""Q_exact"":[1,2,3,4],""h_key"":4,""T_MDD"":[{""prefix"":[],""argmin"":[2]},{""prefix"":[2],""argmin"":[3]},{""prefix"":[2,3],""argmin"":[1]},{""prefix"":[2,3,1],""argmin"":[4]},{""prefix"":[2,3,1,4],""argmin"":[]}]}",V2C00183,True,True,n4_o010_r0295,n4_o010_r0297
0,-1,a6e8f755912a2036daa82da85871299b04f26a37ce5645bead34dd133f460b87,"{""schema"":""TARDY_BOUND_MK_V2"",""G123_edges"":[[1,3],[1,4],[2,1],[2,3],[2,4],[3,4]],""EDD_C22"":false,""GEOM4"":[false,false,false,false],""G_beta_edges"":[[2,1],[1,3],[2,3],[1,4],[2,4],[3,4]],""S_beta"":[2,1,3,4],""BETA_STATUS"":[""STRICT_PASS"",""NA"",""NA"",""NA""],""LAWLER_PARTITION_FAMILY"":[[4,[1,2,3],4,[]]],""Q_exact"":[1,2,3,4],""h_key"":4,""T_MDD"":[{""prefix"":[],""argmin"":[2]},{""prefix"":[2],""argmin"":[1]},{""prefix"":[2,1],""argmin"":[3]},{""prefix"":[2,1,3],""argmin"":[4]},{""prefix"":[2,1,3,4],""argmin"":[]}]}",V2C00187,True,True,n4_o010_r0289,n4_o010_r0291
