"D","Delta_max","Delta_min","Delta_values","M_K_v2_hash","P","class_id","class_size","component_delta_levels","d_multiset","n","p_multiset","panel","residual_status","tau_den","tau_num"
"47","-2","-2","[-2]","81ee8262e4e043ba744e2db3f4d8c200d9a804fe77668aa2fcb6150dbf7b1fd1","25","WP09C05745","1","{""1"":[-2]}","[3,5,9,13,17]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","-14","-14","[-14]","871db718a406c6faba7c49d94d237a96bc06c2f87fb311d664ac90befe047fe2","25","WP09C05746","1","{""1"":[-14]}","[3,5,9,13,17]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","-4","-6","[-6,-4]","87d98b83ed0c5161a23b1b21b5a60e94f292357ce61604620d08ea39e0e342be","25","WP09C05747","2","{""1"":[-6,-4]}","[3,5,9,13,17]","5","[1,2,4,7,11]","B","EXCHANGE_COMPLETE","125","78"
"47","3","3","[3]","88eb04a81b4550181fe9d31330a74aa4fc0c89b7f59395f3b73f56bbf03cd929","25","WP09C05748","1","{""1"":[3]}","[3,5,9,13,17]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","-3","-5","[-5,-3]","8cbd575b3816ec6eaeb0aacb56258271eaf6a3b5af7d8a97fb488584bf665133","25","WP09C05749","2","{""1"":[-5,-3]}","[3,5,9,13,17]","5","[1,2,4,7,11]","B","EXCHANGE_COMPLETE","125","78"
"47","-11","-11","[-11]","9108d253545e6f6694cdddc40d5dcacccf669b8f663fdf0ac76238ebfdda9367","25","WP09C05750","1","{""1"":[-11]}","[3,5,9,13,17]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","-2","-2","[-2]","940b34483491be56673f2704566d310e1f0b139b558760b0ac3ad68456fc0708","25","WP09C05751","1","{""1"":[-2]}","[3,5,9,13,17]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","-1","-1","[-1]","991e24cdd49380b74ed1dd36a02fd6dd140cf4e2152e107857badacb7e858c3f","25","WP09C05752","1","{""1"":[-1]}","[3,5,9,13,17]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","-8","-8","[-8]","9f035be38e7f64634206d2c0549cdcf3b46eecfb2c3ed5dbc44c5a90ec498fe1","25","WP09C05753","1","{""1"":[-8]}","[3,5,9,13,17]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","-9","-11","[-11,-9]","a26420856d8f3979c9575aa2a54c313a350c38eaf60cf5891217fc45ff381089","25","WP09C05754","2","{""1"":[-11,-9]}","[3,5,9,13,17]","5","[1,2,4,7,11]","B","EXCHANGE_COMPLETE","125","78"
"47","1","-1","[-1,1]","a66bdb6ab2f878b686894b94094465986d5c031893b3bf6acf8d2de77ea5bcf2","25","WP09C05755","2","{""1"":[-1,1]}","[3,5,9,13,17]","5","[1,2,4,7,11]","B","EXCHANGE_COMPLETE","125","78"
"47","-10","-13","[-13,-10]","b4fecd406def016e134b43d5710dc58a86402279cf5ebeffa42f563ab8ff857d","25","WP09C05756","2","{""1"":[-13,-10]}","[3,5,9,13,17]","5","[1,2,4,7,11]","B","EXCHANGE_COMPLETE","125","78"
"47","3","3","[3]","b70d1593747196ea4c059ee323563187d3720e4e9a33d9f98634525d4eb896c2","25","WP09C05757","1","{""1"":[3]}","[3,5,9,13,17]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","-17","-17","[-17]","b9ccd689d1401e719f6e1271e1b452410d7527049b6a008a661e331b832705ef","25","WP09C05758","1","{""1"":[-17]}","[3,5,9,13,17]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","-17","-17","[-17]","c2176f485cb806b0eaf3f5c39cd0a1b1d26f067f720f3cdf359df43e9595c635","25","WP09C05759","1","{""1"":[-17]}","[3,5,9,13,17]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","-21","-21","[-21]","cfc9abf650967ae1653756db2646146b788807a8981de1cfccc7d11c96ad3b87","25","WP09C05760","1","{""1"":[-21]}","[3,5,9,13,17]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","-13","-13","[-13]","d204273b46a6b89f698fc5ffe2ca10b5381096f354bdd17a6607bbd9a3c7eb09","25","WP09C05761","1","{""1"":[-13]}","[3,5,9,13,17]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","0","0","[0]","d45bd1c8a51eef7826d0b8bac67996b950eb21a2308bf6194eee6cdd64203081","25","WP09C05762","1","{""1"":[0]}","[3,5,9,13,17]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","-11","-11","[-11]","d9075d3a3fa120dada08df634b602fe69bcbb9c415d6e67877e3ec01f936f31d","25","WP09C05763","1","{""1"":[-11]}","[3,5,9,13,17]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","2","2","[2]","da13ebe77571b3b9a02eeb8d66524f06c2d358614d22d6a30efd983d62aacc15","25","WP09C05764","1","{""1"":[2]}","[3,5,9,13,17]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","-21","-21","[-21]","dad00497d9c6876a074ee6951ba1af8d0f052a8469a86fc4b674662df8ac9a21","25","WP09C05765","1","{""1"":[-21]}","[3,5,9,13,17]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","2","2","[2]","deec710a27c7ad6b8fbec4c28f482d91a2f5c50db914545bb9d6e87423d17ee7","25","WP09C05766","1","{""1"":[2]}","[3,5,9,13,17]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","-18","-18","[-18]","e053ee4cb423c8b950921c990a17e662a4e405303b7b181b035c6ac4af4a6748","25","WP09C05767","1","{""1"":[-18]}","[3,5,9,13,17]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","-13","-13","[-13]","e073973c6cf9db1c97b70d844e89492b10a58fa0d6e45e9c3e246b484adbf8c2","25","WP09C05768","1","{""1"":[-13]}","[3,5,9,13,17]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","1","1","[1]","e0c0164ece89e5206e6871c2b639e35f455e11e2d793aae6aca46e61381b2a88","25","WP09C05769","1","{""1"":[1]}","[3,5,9,13,17]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","-6","-8","[-8,-6]","e11dbeff1030ae01afd57f5620b250d5cda6d68f626dfe2529179297154d0366","25","WP09C05770","2","{""1"":[-8,-6]}","[3,5,9,13,17]","5","[1,2,4,7,11]","B","EXCHANGE_COMPLETE","125","78"
"47","-14","-14","[-14]","e601e00729296ab5bbbcc5330a86a00699aada60f40bc5690010a1d95377129e","25","WP09C05771","1","{""1"":[-14]}","[3,5,9,13,17]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","-18","-18","[-18]","e6f8471697dab2e909f7e02538dedfe14168cd13eacb3407d9d940d3c135557e","25","WP09C05772","1","{""1"":[-18]}","[3,5,9,13,17]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","-5","-5","[-5]","e8609e17ef81713aa1b26f293a6dd056db069bc12673c4d5e546930a94ededd9","25","WP09C05773","1","{""1"":[-5]}","[3,5,9,13,17]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","-10","-10","[-10]","ebb5d4d9e86c599f259dab9112bebc33318ccb6c724a6338c38fcab9d691b528","25","WP09C05774","1","{""1"":[-10]}","[3,5,9,13,17]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","-20","-20","[-20]","ec1f4354fe39ed248926c1d8489a54f570b85b285d79fa2903c4c2a77839980b","25","WP09C05775","1","{""1"":[-20]}","[3,5,9,13,17]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","4","4","[4]","ef213d4e62cee1e2b51c9fc71f389c92ebc9b692f26bd49ff09b461dc8711cce","25","WP09C05776","1","{""1"":[4]}","[3,5,9,13,17]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","-5","-5","[-5]","f07f6370e1943a46822602a1c6b29c10c091273dd5b876e4e08107c6348a75db","25","WP09C05777","1","{""1"":[-5]}","[3,5,9,13,17]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","-9","-9","[-9]","f1711e729b38533d6c28d8a3e20dfdf8365cce18d59072c2f36b1e847aa246a4","25","WP09C05778","1","{""1"":[-9]}","[3,5,9,13,17]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","-4","-4","[-4]","f231f654625f6eeb51fe4702538bf1ee240c8f5cbd6cf685b951f015c2458ecb","25","WP09C05779","1","{""1"":[-4]}","[3,5,9,13,17]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","-12","-12","[-12]","f2537d4e9b8a5fd311cb6091e8f2e1cabd056999e9e844585a2cc940a0d263b5","25","WP09C05780","1","{""1"":[-12]}","[3,5,9,13,17]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","1","1","[1]","fcce49b13a2246703c0a1670a3e8b0ba97d156fbb137b131fc4db231f1557ea4","25","WP09C05781","1","{""1"":[1]}","[3,5,9,13,17]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"49","3","3","[3]","06d6d0952d76869b3b2e04e6b6a4a8cea9bc7e087c283ae54599f54d4e0f0438","25","WP09C05782","1","{""1"":[3]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","CONSTANT","125","76"
"49","-1","-3","[-3,-1]","07877f744e83231090f63a0f871bcba17235b23ded081c2c2a4d4bdbd0089512","25","WP09C05783","2","{""1"":[-3,-1]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","EXCHANGE_COMPLETE","125","76"
"49","0","0","[0]","086816f97c5ba3bababddc526d33268c7cd8ebb22dd89a08ce1c4e4e73f77efe","25","WP09C05784","1","{""1"":[0]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","CONSTANT","125","76"
"49","-4","-8","[-8,-5,-4]","0a2615cf4d6520cbe5b6e39234c2ff02a9b32df0f3f2db3b2a56f24ca395cf44","25","WP09C05785","3","{""1"":[-8,-5,-4]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","EXCHANGE_COMPLETE","125","76"
"49","-1","-1","[-1]","0caba0e1fb99b744310ba208f984c3a3ddfe55fd34503b1d81d90eb0d2034303","25","WP09C05786","1","{""1"":[-1]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","CONSTANT","125","76"
"49","-2","-2","[-2]","104eb7e5952ae0ae33f229423351d6dbc92fa681de06b95740e146ef885fc7fa","25","WP09C05787","1","{""1"":[-2]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","CONSTANT","125","76"
"49","-11","-11","[-11]","11de5f93176eb918d533709b6de630a9b6cc16fbd53ed8e09b2f6d925660ff64","25","WP09C05788","1","{""1"":[-11]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","CONSTANT","125","76"
"49","0","0","[0]","13901e19206039e9d9f0c1286af86cc7d38c01a0a4851ae2fbb73e384c5d1d4a","25","WP09C05789","1","{""1"":[0]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","CONSTANT","125","76"
"49","-8","-8","[-8]","175ff477388223021860a08d91961c2e1d69487dbdab19f85073066718a2ea95","25","WP09C05790","1","{""1"":[-8]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","CONSTANT","125","76"
"49","1","1","[1]","1f8474a86527188365eaf21bd82f3d3cb14f36038ba132c0b90335b6ab47d815","25","WP09C05791","1","{""1"":[1]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","CONSTANT","125","76"
"49","0","0","[0]","242b7b8f273596449ca18df559fb92e5cefc381309bdb0d4e99c948d8783bb93","25","WP09C05792","1","{""1"":[0]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","CONSTANT","125","76"
"49","2","2","[2]","244a5f3f1faac7c49d5609290625fc54012efc30feed59163b6bcdc3380ae3fb","25","WP09C05793","1","{""1"":[2]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","CONSTANT","125","76"
"49","3","3","[3]","24ab5a5c9258b8b51d37a005adcab5717811b9378559e044c885a2fae5b731b8","25","WP09C05794","1","{""1"":[3]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","CONSTANT","125","76"
"49","-1","-1","[-1]","2541e7fb8d1c630c3ca96ea0bffe128b72b5287b27eb80bfa00aa25f04545142","25","WP09C05795","1","{""1"":[-1]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","CONSTANT","125","76"
"49","5","5","[5]","27359f1b21462b137fc4a9b3190073a4610c43d8b4aef81b5ede80aac4f49f20","25","WP09C05796","1","{""1"":[5]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","CONSTANT","125","76"
"49","4","4","[4]","28448d17a9ee2aae3393318e3f77410fcb03066404c47c26129e51097629530c","25","WP09C05797","1","{""1"":[4]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","CONSTANT","125","76"
"49","2","2","[2]","326de16fe57cdffa4422c5b83fcf1bbf80225296770aef57f683f3e979ae9fce","25","WP09C05798","1","{""1"":[2]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","CONSTANT","125","76"
"49","3","3","[3]","3987cc0196192a801860f0802d128588bec1ab23dcbb4af71b5a1230ed985974","25","WP09C05799","1","{""1"":[3]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","CONSTANT","125","76"
"49","-11","-11","[-11]","459122230c313e0fbd9951698496a1123a67a711e50caf2c80d0e2fcf40d2d44","25","WP09C05800","1","{""1"":[-11]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","CONSTANT","125","76"
"49","0","0","[0]","48c4d4375f9ad536c783bf50ac286c337004148b13d92fb6d4ad64399eca4a07","25","WP09C05801","1","{""1"":[0]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","CONSTANT","125","76"
"49","-14","-14","[-14]","4975f2f446b32a82da5fa3ef93e667ebc2c3a043ef7aed634ce8ef2799d859c7","25","WP09C05802","1","{""1"":[-14]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","CONSTANT","125","76"
"49","-14","-14","[-14]","4aa1c1b0d744597ca74c986ac3d797d0d52f209723e90c48dd0c671c20ceb9b0","25","WP09C05803","1","{""1"":[-14]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","CONSTANT","125","76"
"49","-5","-5","[-5]","4ce696d764e50ddc0e7cfe061823a01f95fa8c9c8e544466847946c9475a2f3c","25","WP09C05804","1","{""1"":[-5]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","CONSTANT","125","76"
"49","-6","-6","[-6]","5d00eb220258ecc988ea70c4674eb202089e4d72d198b7ed9ce4fed3fac9f6fa","25","WP09C05805","1","{""1"":[-6]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","CONSTANT","125","76"
"49","-7","-10","[-10,-7]","6ce7586fbb7b91232d58bc69c17330d6b65ea3ec544eaccce53545f8a2d4db66","25","WP09C05806","2","{""1"":[-10,-7]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","EXCHANGE_COMPLETE","125","76"
"49","-4","-6","[-6,-4]","77f35ae04c9144bbdd1d2b0eb28106e860c53843b1babe5e187fbd29c253c58c","25","WP09C05807","2","{""1"":[-6,-4]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","EXCHANGE_COMPLETE","125","76"
"49","0","0","[0]","7af465bfc340081a53afd9f1593251f3ea14b1c1da84c60166ebd3e2c2a8f1e5","25","WP09C05808","1","{""1"":[0]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","CONSTANT","125","76"
"49","-18","-18","[-18]","7b4df4aaeb4dab27e0e8aeeb6e7fcfb1badbed89e17f091c09d8c45bdcd7cfaa","25","WP09C05809","1","{""1"":[-18]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","CONSTANT","125","76"
"49","-12","-12","[-12]","871db718a406c6faba7c49d94d237a96bc06c2f87fb311d664ac90befe047fe2","25","WP09C05810","1","{""1"":[-12]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","CONSTANT","125","76"
"49","-2","-4","[-4,-2]","87d98b83ed0c5161a23b1b21b5a60e94f292357ce61604620d08ea39e0e342be","25","WP09C05811","2","{""1"":[-4,-2]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","EXCHANGE_COMPLETE","125","76"
"49","4","4","[4]","88eb04a81b4550181fe9d31330a74aa4fc0c89b7f59395f3b73f56bbf03cd929","25","WP09C05812","1","{""1"":[4]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","CONSTANT","125","76"
"49","-3","-5","[-5,-3]","8cbd575b3816ec6eaeb0aacb56258271eaf6a3b5af7d8a97fb488584bf665133","25","WP09C05813","2","{""1"":[-5,-3]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","EXCHANGE_COMPLETE","125","76"
"49","-2","-2","[-2]","940b34483491be56673f2704566d310e1f0b139b558760b0ac3ad68456fc0708","25","WP09C05814","1","{""1"":[-2]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","CONSTANT","125","76"
"49","1","1","[1]","991e24cdd49380b74ed1dd36a02fd6dd140cf4e2152e107857badacb7e858c3f","25","WP09C05815","1","{""1"":[1]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","CONSTANT","125","76"
"49","2","-1","[-1,2]","a2aab69db41d35dfd82e03f34c92295b0185209112e93dca902f0edcf44ffddd","25","WP09C05816","2","{""1"":[-1,2]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","EXCHANGE_COMPLETE","125","76"
"49","-12","-12","[-12]","a375fbf0ee86cdb49304e459faa55ea28c07d3403ce47a8f5ab51ffecf10cbea","25","WP09C05817","1","{""1"":[-12]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","CONSTANT","125","76"
"49","1","-1","[-1,1]","a66bdb6ab2f878b686894b94094465986d5c031893b3bf6acf8d2de77ea5bcf2","25","WP09C05818","2","{""1"":[-1,1]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","EXCHANGE_COMPLETE","125","76"
"49","-9","-9","[-9]","b1a5e3fae7884948402106a9c1331b5ec0e2979f3ce780919a02cbb7c4009277","25","WP09C05819","1","{""1"":[-9]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","CONSTANT","125","76"
"49","-3","-3","[-3]","b2a30eac4a98933b2987f117af029f41e624777149c3b0285a84ad2ebbfa2834","25","WP09C05820","1","{""1"":[-3]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","CONSTANT","125","76"
"49","3","3","[3]","b70d1593747196ea4c059ee323563187d3720e4e9a33d9f98634525d4eb896c2","25","WP09C05821","1","{""1"":[3]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","CONSTANT","125","76"
"49","-15","-15","[-15]","b9ccd689d1401e719f6e1271e1b452410d7527049b6a008a661e331b832705ef","25","WP09C05822","1","{""1"":[-15]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","CONSTANT","125","76"
"49","-15","-15","[-15]","c2176f485cb806b0eaf3f5c39cd0a1b1d26f067f720f3cdf359df43e9595c635","25","WP09C05823","1","{""1"":[-15]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","CONSTANT","125","76"
"49","-3","-3","[-3]","c53c1af862cda2625fc03b96e57c58bcdc04cd17b6195d42347a82bf1bc97402","25","WP09C05824","1","{""1"":[-3]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","CONSTANT","125","76"
"49","2","2","[2]","cd462c82d6197cea6734a319f9c9b22460a4671e7e6bef5c00adfcb3978be1e9","25","WP09C05825","1","{""1"":[2]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","CONSTANT","125","76"
"49","-19","-19","[-19]","cfc9abf650967ae1653756db2646146b788807a8981de1cfccc7d11c96ad3b87","25","WP09C05826","1","{""1"":[-19]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","CONSTANT","125","76"
"49","1","1","[1]","d45bd1c8a51eef7826d0b8bac67996b950eb21a2308bf6194eee6cdd64203081","25","WP09C05827","1","{""1"":[1]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","CONSTANT","125","76"
"49","2","2","[2]","da13ebe77571b3b9a02eeb8d66524f06c2d358614d22d6a30efd983d62aacc15","25","WP09C05828","1","{""1"":[2]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","CONSTANT","125","76"
"49","3","3","[3]","deec710a27c7ad6b8fbec4c28f482d91a2f5c50db914545bb9d6e87423d17ee7","25","WP09C05829","1","{""1"":[3]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","CONSTANT","125","76"
"49","1","1","[1]","e0c0164ece89e5206e6871c2b639e35f455e11e2d793aae6aca46e61381b2a88","25","WP09C05830","1","{""1"":[1]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","CONSTANT","125","76"
"49","-6","-6","[-6]","e5eed0ddd4c7f1dbff663148d93b184cc69f94e3d64dc17cf97e524f8f73e6c2","25","WP09C05831","1","{""1"":[-6]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","CONSTANT","125","76"
"49","-5","-5","[-5]","e8609e17ef81713aa1b26f293a6dd056db069bc12673c4d5e546930a94ededd9","25","WP09C05832","1","{""1"":[-5]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","CONSTANT","125","76"
"49","5","5","[5]","ef213d4e62cee1e2b51c9fc71f389c92ebc9b692f26bd49ff09b461dc8711cce","25","WP09C05833","1","{""1"":[5]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","CONSTANT","125","76"
"49","-10","-10","[-10]","f2537d4e9b8a5fd311cb6091e8f2e1cabd056999e9e844585a2cc940a0d263b5","25","WP09C05834","1","{""1"":[-10]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","CONSTANT","125","76"
"49","1","1","[1]","fcce49b13a2246703c0a1670a3e8b0ba97d156fbb137b131fc4db231f1557ea4","25","WP09C05835","1","{""1"":[1]}","[3,5,9,15,17]","5","[1,2,4,7,11]","B","CONSTANT","125","76"
"47","-13","-13","[-13]","0130427d457586eaab6cf766bb2cb8a14b2d45fe4a742d6de8ac6f227b1151e3","25","WP09C05836","1","{""1"":[-13]}","[3,5,11,13,15]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","-3","-3","[-3]","07877f744e83231090f63a0f871bcba17235b23ded081c2c2a4d4bdbd0089512","25","WP09C05837","1","{""1"":[-3]}","[3,5,11,13,15]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","-6","-6","[-6]","0a2615cf4d6520cbe5b6e39234c2ff02a9b32df0f3f2db3b2a56f24ca395cf44","25","WP09C05838","1","{""1"":[-6]}","[3,5,11,13,15]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","-5","-5","[-5]","0caba0e1fb99b744310ba208f984c3a3ddfe55fd34503b1d81d90eb0d2034303","25","WP09C05839","1","{""1"":[-5]}","[3,5,11,13,15]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","-6","-6","[-6]","104eb7e5952ae0ae33f229423351d6dbc92fa681de06b95740e146ef885fc7fa","25","WP09C05840","1","{""1"":[-6]}","[3,5,11,13,15]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","-15","-15","[-15]","11de5f93176eb918d533709b6de630a9b6cc16fbd53ed8e09b2f6d925660ff64","25","WP09C05841","1","{""1"":[-15]}","[3,5,11,13,15]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","0","0","[0]","13901e19206039e9d9f0c1286af86cc7d38c01a0a4851ae2fbb73e384c5d1d4a","25","WP09C05842","1","{""1"":[0]}","[3,5,11,13,15]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","-16","-16","[-16]","18cc5fd4b6f2fe1bf657f6446039e29d7276f6267b7f797d23c3d2a212595ee5","25","WP09C05843","1","{""1"":[-16]}","[3,5,11,13,15]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","-20","-20","[-20]","1ef3e5b95ff8624c9c440e355250bce74502c656800a34588c45a152f5b7dd53","25","WP09C05844","1","{""1"":[-20]}","[3,5,11,13,15]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","-1","-1","[-1]","1f8474a86527188365eaf21bd82f3d3cb14f36038ba132c0b90335b6ab47d815","25","WP09C05845","1","{""1"":[-1]}","[3,5,11,13,15]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","-3","-3","[-3]","242b7b8f273596449ca18df559fb92e5cefc381309bdb0d4e99c948d8783bb93","25","WP09C05846","1","{""1"":[-3]}","[3,5,11,13,15]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","2","2","[2]","244a5f3f1faac7c49d5609290625fc54012efc30feed59163b6bcdc3380ae3fb","25","WP09C05847","1","{""1"":[2]}","[3,5,11,13,15]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","3","3","[3]","24ab5a5c9258b8b51d37a005adcab5717811b9378559e044c885a2fae5b731b8","25","WP09C05848","1","{""1"":[3]}","[3,5,11,13,15]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","-3","-3","[-3]","2541e7fb8d1c630c3ca96ea0bffe128b72b5287b27eb80bfa00aa25f04545142","25","WP09C05849","1","{""1"":[-3]}","[3,5,11,13,15]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","4","4","[4]","27359f1b21462b137fc4a9b3190073a4610c43d8b4aef81b5ede80aac4f49f20","25","WP09C05850","1","{""1"":[4]}","[3,5,11,13,15]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","3","3","[3]","28448d17a9ee2aae3393318e3f77410fcb03066404c47c26129e51097629530c","25","WP09C05851","1","{""1"":[3]}","[3,5,11,13,15]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","-16","-16","[-16]","2c9bb0e95cd73f758293b3ff6689bb0cecec80aaf70ee7f5f771a9f955ea800c","25","WP09C05852","1","{""1"":[-16]}","[3,5,11,13,15]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","2","2","[2]","326de16fe57cdffa4422c5b83fcf1bbf80225296770aef57f683f3e979ae9fce","25","WP09C05853","1","{""1"":[2]}","[3,5,11,13,15]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","-11","-11","[-11]","3724bac2c5cf80c98e94819440038f9d82bf9e727a9512cf3809224f5a078ebe","25","WP09C05854","1","{""1"":[-11]}","[3,5,11,13,15]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","-1","-3","[-3,-1]","37961238bec323664c53b0ec5b036e0a06358d00c07d85cfaacf444e63a1002a","25","WP09C05855","2","{""1"":[-3,-1]}","[3,5,11,13,15]","5","[1,2,4,7,11]","B","EXCHANGE_COMPLETE","125","78"
"47","-21","-21","[-21]","383cee244a17f199571e1107711ca3da3ddc260443a4bce363e0e9bd7e723333","25","WP09C05856","1","{""1"":[-21]}","[3,5,11,13,15]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","2","2","[2]","3b99faacdc11fbc775ff6276d7265d134bbc055b9b659010992281b605392a46","25","WP09C05857","1","{""1"":[2]}","[3,5,11,13,15]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","-14","-14","[-14]","42feaad0c77ce98fbf9eace69e65ca4ed2c48bdf268d0d41b91305bd5c5eb4b1","25","WP09C05858","1","{""1"":[-14]}","[3,5,11,13,15]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","-4","-4","[-4]","48c4d4375f9ad536c783bf50ac286c337004148b13d92fb6d4ad64399eca4a07","25","WP09C05859","1","{""1"":[-4]}","[3,5,11,13,15]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
"47","-16","-16","[-16]","4aa1c1b0d744597ca74c986ac3d797d0d52f209723e90c48dd0c671c20ceb9b0","25","WP09C05860","1","{""1"":[-16]}","[3,5,11,13,15]","5","[1,2,4,7,11]","B","CONSTANT","125","78"
