"D","M_K_v2_hash","P","class_id","class_size","d_multiset","n","p_multiset","panel","tau_den","tau_num"
"49","e5b7b2c8cccf0d7c1b93ba6e3236817a48b6fd7384cbfd586add47507cc006d0","25","WP09C04390","1","[1,7,11,13,17]","5","[1,2,4,7,11]","B","125","76"
"49","e601e00729296ab5bbbcc5330a86a00699aada60f40bc5690010a1d95377129e","25","WP09C04391","1","[1,7,11,13,17]","5","[1,2,4,7,11]","B","125","76"
"49","e6f8471697dab2e909f7e02538dedfe14168cd13eacb3407d9d940d3c135557e","25","WP09C04392","1","[1,7,11,13,17]","5","[1,2,4,7,11]","B","125","76"
"49","e7081768328f295572ca13a6c2a42e803d7e1a1ba5babb410ab35f4826f206b4","25","WP09C04393","1","[1,7,11,13,17]","5","[1,2,4,7,11]","B","125","76"
"49","e8609e17ef81713aa1b26f293a6dd056db069bc12673c4d5e546930a94ededd9","25","WP09C04394","1","[1,7,11,13,17]","5","[1,2,4,7,11]","B","125","76"
"49","ebb5d4d9e86c599f259dab9112bebc33318ccb6c724a6338c38fcab9d691b528","25","WP09C04395","1","[1,7,11,13,17]","5","[1,2,4,7,11]","B","125","76"
"49","ec1f4354fe39ed248926c1d8489a54f570b85b285d79fa2903c4c2a77839980b","25","WP09C04396","1","[1,7,11,13,17]","5","[1,2,4,7,11]","B","125","76"
"49","ecbe6eb5f0ad0bc2143e2fa83633eae0d4d302dc560be6860cba1873240287ca","25","WP09C04397","1","[1,7,11,13,17]","5","[1,2,4,7,11]","B","125","76"
"49","ef213d4e62cee1e2b51c9fc71f389c92ebc9b692f26bd49ff09b461dc8711cce","25","WP09C04398","1","[1,7,11,13,17]","5","[1,2,4,7,11]","B","125","76"
"49","f07f6370e1943a46822602a1c6b29c10c091273dd5b876e4e08107c6348a75db","25","WP09C04399","1","[1,7,11,13,17]","5","[1,2,4,7,11]","B","125","76"
"49","f1711e729b38533d6c28d8a3e20dfdf8365cce18d59072c2f36b1e847aa246a4","25","WP09C04400","1","[1,7,11,13,17]","5","[1,2,4,7,11]","B","125","76"
"49","f231f654625f6eeb51fe4702538bf1ee240c8f5cbd6cf685b951f015c2458ecb","25","WP09C04401","1","[1,7,11,13,17]","5","[1,2,4,7,11]","B","125","76"
"49","f2537d4e9b8a5fd311cb6091e8f2e1cabd056999e9e844585a2cc940a0d263b5","25","WP09C04402","1","[1,7,11,13,17]","5","[1,2,4,7,11]","B","125","76"
"49","f70f4222c4af14ea705dfd7cc44f41891b1762e632f30d14e20699610eee9819","25","WP09C04403","1","[1,7,11,13,17]","5","[1,2,4,7,11]","B","125","76"
"49","ffdb9e206bae4621e98fc93c859aaf4c59fe1ff39f6c471d6f91bf754d7ed73b","25","WP09C04404","1","[1,7,11,13,17]","5","[1,2,4,7,11]","B","125","76"
"51","06d6d0952d76869b3b2e04e6b6a4a8cea9bc7e087c283ae54599f54d4e0f0438","25","WP09C04405","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","07877f744e83231090f63a0f871bcba17235b23ded081c2c2a4d4bdbd0089512","25","WP09C04406","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","086816f97c5ba3bababddc526d33268c7cd8ebb22dd89a08ce1c4e4e73f77efe","25","WP09C04407","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","0a2615cf4d6520cbe5b6e39234c2ff02a9b32df0f3f2db3b2a56f24ca395cf44","25","WP09C04408","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","11de5f93176eb918d533709b6de630a9b6cc16fbd53ed8e09b2f6d925660ff64","25","WP09C04409","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","13901e19206039e9d9f0c1286af86cc7d38c01a0a4851ae2fbb73e384c5d1d4a","25","WP09C04410","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","1c07cb3e90301ff36aef833510a1f7d36f1759e3e2e36662fed88a4e5c634fea","25","WP09C04411","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","242b7b8f273596449ca18df559fb92e5cefc381309bdb0d4e99c948d8783bb93","25","WP09C04412","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","2541e7fb8d1c630c3ca96ea0bffe128b72b5287b27eb80bfa00aa25f04545142","25","WP09C04413","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","25f7639634517ac93415cd652416f8718c7cd951072962c4cbb11d32af1a6796","25","WP09C04414","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","27359f1b21462b137fc4a9b3190073a4610c43d8b4aef81b5ede80aac4f49f20","25","WP09C04415","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","28448d17a9ee2aae3393318e3f77410fcb03066404c47c26129e51097629530c","25","WP09C04416","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","2ffa89038791a64887c0adb8d7c403842e7d75773d8fdb314abf06cd4c8666a6","25","WP09C04417","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","37961238bec323664c53b0ec5b036e0a06358d00c07d85cfaacf444e63a1002a","25","WP09C04418","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","4695aa701146f908f490d05a23b56a329426c1feebb8bb71db225c2cc3979c87","25","WP09C04419","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","4aa1c1b0d744597ca74c986ac3d797d0d52f209723e90c48dd0c671c20ceb9b0","25","WP09C04420","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","4ce696d764e50ddc0e7cfe061823a01f95fa8c9c8e544466847946c9475a2f3c","25","WP09C04421","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","597e223f53e5e611a21006e1fd1265379ea6b9fda74d711b5367f81bfc81110e","25","WP09C04422","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","5eb8df0b138f215db43c301086bf38ac6a1b65bbe9ee1e0ebb8da26f923b78c4","25","WP09C04423","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","6911f0d7f8133810e5cf419b1565d660de0cfde3c14fbd76e533840ac2c48542","25","WP09C04424","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","6bd0091bc21dec0605ab707c73bf9f80077b1555300b1d971a47b6d0d0f1fc1d","25","WP09C04425","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","6ce7586fbb7b91232d58bc69c17330d6b65ea3ec544eaccce53545f8a2d4db66","25","WP09C04426","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","7132355d1d4b972cc93bda41003e3b820260f59485f66f423c59a5bae64b133d","25","WP09C04427","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","75770e601d43b27a7ed16fab785feaec206bedd6be22cf6e9011677fdbea7ab2","25","WP09C04428","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","77f35ae04c9144bbdd1d2b0eb28106e860c53843b1babe5e187fbd29c253c58c","25","WP09C04429","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","7b4df4aaeb4dab27e0e8aeeb6e7fcfb1badbed89e17f091c09d8c45bdcd7cfaa","25","WP09C04430","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","87d98b83ed0c5161a23b1b21b5a60e94f292357ce61604620d08ea39e0e342be","25","WP09C04431","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","88eb04a81b4550181fe9d31330a74aa4fc0c89b7f59395f3b73f56bbf03cd929","25","WP09C04432","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","8ae226c7d7a4b8a0a5c0aca77967c6ddb7c12d339588957ecca2a4cfb5b90640","25","WP09C04433","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","940b34483491be56673f2704566d310e1f0b139b558760b0ac3ad68456fc0708","25","WP09C04434","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","991e24cdd49380b74ed1dd36a02fd6dd140cf4e2152e107857badacb7e858c3f","25","WP09C04435","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","9add025e1cedfaf661ec244df640a56bebecdb3b18b0d3f58eef530bc46a692a","25","WP09C04436","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","a375fbf0ee86cdb49304e459faa55ea28c07d3403ce47a8f5ab51ffecf10cbea","25","WP09C04437","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","a66bdb6ab2f878b686894b94094465986d5c031893b3bf6acf8d2de77ea5bcf2","25","WP09C04438","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","a7087512bd18f483191fd3ca516159b9b7da9669a316efa5131b1360f381f79f","25","WP09C04439","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","b1a5e3fae7884948402106a9c1331b5ec0e2979f3ce780919a02cbb7c4009277","25","WP09C04440","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","b2a30eac4a98933b2987f117af029f41e624777149c3b0285a84ad2ebbfa2834","25","WP09C04441","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","b5834dfe824a29af28bd3981a953680f13e0f7a13b28a3fdb682f4b115040c1c","25","WP09C04442","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","b668110acbf6258ecfcd874c63b45ae05de176d2517ed87e36253ae5844d5ac8","25","WP09C04443","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","b70d1593747196ea4c059ee323563187d3720e4e9a33d9f98634525d4eb896c2","25","WP09C04444","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","bd8ce1eb23c1408e303ca3ede9a6e202586d93fd22c35168804a26fc2f46b011","25","WP09C04445","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","c3c132a2f4a42e13a99a4b1f9325721f035326f3bdc921eeca1adeb9d111852c","25","WP09C04446","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","c53c1af862cda2625fc03b96e57c58bcdc04cd17b6195d42347a82bf1bc97402","25","WP09C04447","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","cd462c82d6197cea6734a319f9c9b22460a4671e7e6bef5c00adfcb3978be1e9","25","WP09C04448","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","cde4739d21a84bce732a5682588cc9b4f0fa4f0aa5f437d01f40e3d7d881a5af","25","WP09C04449","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","d4f6eed515243fdf6aba4c83b8bcf107587cbb93e48fd4c331b8a43d9848116c","25","WP09C04450","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","da13ebe77571b3b9a02eeb8d66524f06c2d358614d22d6a30efd983d62aacc15","25","WP09C04451","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","dd576e12755402c05c85d1b4679fcebfb22b0effa1a20efee9134c3b7ec5662b","25","WP09C04452","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","e2a07b43cd5477724ee77b33133da28e6da12d704bbd286fbe57e4b4f721e25a","25","WP09C04453","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","e5b7b2c8cccf0d7c1b93ba6e3236817a48b6fd7384cbfd586add47507cc006d0","25","WP09C04454","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","e5eed0ddd4c7f1dbff663148d93b184cc69f94e3d64dc17cf97e524f8f73e6c2","25","WP09C04455","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","e7081768328f295572ca13a6c2a42e803d7e1a1ba5babb410ab35f4826f206b4","25","WP09C04456","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","e8609e17ef81713aa1b26f293a6dd056db069bc12673c4d5e546930a94ededd9","25","WP09C04457","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","ef213d4e62cee1e2b51c9fc71f389c92ebc9b692f26bd49ff09b461dc8711cce","25","WP09C04458","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","f2537d4e9b8a5fd311cb6091e8f2e1cabd056999e9e844585a2cc940a0d263b5","25","WP09C04459","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","f70f4222c4af14ea705dfd7cc44f41891b1762e632f30d14e20699610eee9819","25","WP09C04460","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","fc1160a5732b6d7588b0479eb9f58448273f946d3bcea4f28b5d314b286c106d","25","WP09C04461","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"51","ffdb9e206bae4621e98fc93c859aaf4c59fe1ff39f6c471d6f91bf754d7ed73b","25","WP09C04462","1","[1,7,11,15,17]","5","[1,2,4,7,11]","B","125","74"
"53","01f359d83d4591cd88ab6cce739edfdfc19a1e8e25a46c4dd3cbf12b8dcdccc9","25","WP09C04463","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","02cbf65cac5b848d01609b235055f558f10bc313f2ecfd01e95c7a6cf4888c57","25","WP09C04464","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","06d6d0952d76869b3b2e04e6b6a4a8cea9bc7e087c283ae54599f54d4e0f0438","25","WP09C04465","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","07877f744e83231090f63a0f871bcba17235b23ded081c2c2a4d4bdbd0089512","25","WP09C04466","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","086816f97c5ba3bababddc526d33268c7cd8ebb22dd89a08ce1c4e4e73f77efe","25","WP09C04467","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","0a2615cf4d6520cbe5b6e39234c2ff02a9b32df0f3f2db3b2a56f24ca395cf44","25","WP09C04468","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","13901e19206039e9d9f0c1286af86cc7d38c01a0a4851ae2fbb73e384c5d1d4a","25","WP09C04469","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","19accf8b4f31d29d414ce7eb26b33edd773b2aac1aef594a8d12c9f530beb8d6","25","WP09C04470","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","1a64377efdd9b98d96e5f0a9d314db7a52c6b378e7150c9292fb6e64c303e897","25","WP09C04471","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","1c07cb3e90301ff36aef833510a1f7d36f1759e3e2e36662fed88a4e5c634fea","25","WP09C04472","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","1f9db16d78a0fd16b7779255799d9670f25a39575e4fc92f4700d7fd742468bb","25","WP09C04473","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","242b7b8f273596449ca18df559fb92e5cefc381309bdb0d4e99c948d8783bb93","25","WP09C04474","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","2541e7fb8d1c630c3ca96ea0bffe128b72b5287b27eb80bfa00aa25f04545142","25","WP09C04475","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","25f7639634517ac93415cd652416f8718c7cd951072962c4cbb11d32af1a6796","25","WP09C04476","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","27359f1b21462b137fc4a9b3190073a4610c43d8b4aef81b5ede80aac4f49f20","25","WP09C04477","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","28448d17a9ee2aae3393318e3f77410fcb03066404c47c26129e51097629530c","25","WP09C04478","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","2ffa89038791a64887c0adb8d7c403842e7d75773d8fdb314abf06cd4c8666a6","25","WP09C04479","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","37961238bec323664c53b0ec5b036e0a06358d00c07d85cfaacf444e63a1002a","25","WP09C04480","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","3fa3900104f6e5f9b777da2c0748cb5c95a0c0c6a8b278af9bc23b232179673d","25","WP09C04481","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","4695aa701146f908f490d05a23b56a329426c1feebb8bb71db225c2cc3979c87","25","WP09C04482","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","48fd04fc58be5fa6a5fd54b27a8f6c053c218596aea44aedfdc716c443f51635","25","WP09C04483","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","4aa1c1b0d744597ca74c986ac3d797d0d52f209723e90c48dd0c671c20ceb9b0","25","WP09C04484","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","4ce696d764e50ddc0e7cfe061823a01f95fa8c9c8e544466847946c9475a2f3c","25","WP09C04485","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","4eb5bcd80feb94a52a05444e920330564b345b3c1471cc99f6c421e6ce864397","25","WP09C04486","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","597e223f53e5e611a21006e1fd1265379ea6b9fda74d711b5367f81bfc81110e","25","WP09C04487","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","5eb8df0b138f215db43c301086bf38ac6a1b65bbe9ee1e0ebb8da26f923b78c4","25","WP09C04488","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","6911f0d7f8133810e5cf419b1565d660de0cfde3c14fbd76e533840ac2c48542","25","WP09C04489","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","6bd0091bc21dec0605ab707c73bf9f80077b1555300b1d971a47b6d0d0f1fc1d","25","WP09C04490","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","6c865d08328b04dea5a026182ab9511be8edeaaa7e342483e6b65cc78849703a","25","WP09C04491","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","6ce7586fbb7b91232d58bc69c17330d6b65ea3ec544eaccce53545f8a2d4db66","25","WP09C04492","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","7132355d1d4b972cc93bda41003e3b820260f59485f66f423c59a5bae64b133d","25","WP09C04493","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","75770e601d43b27a7ed16fab785feaec206bedd6be22cf6e9011677fdbea7ab2","25","WP09C04494","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","77f35ae04c9144bbdd1d2b0eb28106e860c53843b1babe5e187fbd29c253c58c","25","WP09C04495","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","78f4ec17419d313cf6faa2f7d9e4bd65b13d821b40b490e35d80c3af9405d52f","25","WP09C04496","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","78f52296edd5c0b7d01b1c5125cf523f9514fddcec93cffbd4af3f1eaeaca855","25","WP09C04497","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","7df16505ff065567711f896eeb7294c5bef059200908d92c7a0c648a41c65966","25","WP09C04498","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","87d98b83ed0c5161a23b1b21b5a60e94f292357ce61604620d08ea39e0e342be","25","WP09C04499","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","88eb04a81b4550181fe9d31330a74aa4fc0c89b7f59395f3b73f56bbf03cd929","25","WP09C04500","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","8ae226c7d7a4b8a0a5c0aca77967c6ddb7c12d339588957ecca2a4cfb5b90640","25","WP09C04501","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","940b34483491be56673f2704566d310e1f0b139b558760b0ac3ad68456fc0708","25","WP09C04502","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","991e24cdd49380b74ed1dd36a02fd6dd140cf4e2152e107857badacb7e858c3f","25","WP09C04503","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","9add025e1cedfaf661ec244df640a56bebecdb3b18b0d3f58eef530bc46a692a","25","WP09C04504","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","a66bdb6ab2f878b686894b94094465986d5c031893b3bf6acf8d2de77ea5bcf2","25","WP09C04505","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","a7087512bd18f483191fd3ca516159b9b7da9669a316efa5131b1360f381f79f","25","WP09C04506","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","a818233ffba1fc6ab8ec4686deea6053fb4f09d4de44338c2a2da596ee0e1d66","25","WP09C04507","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","b30e9ff1f5042e29a280323e095cecedfc10fcc922c45916c42fe3453592ec66","25","WP09C04508","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","b5834dfe824a29af28bd3981a953680f13e0f7a13b28a3fdb682f4b115040c1c","25","WP09C04509","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","b668110acbf6258ecfcd874c63b45ae05de176d2517ed87e36253ae5844d5ac8","25","WP09C04510","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","b70d1593747196ea4c059ee323563187d3720e4e9a33d9f98634525d4eb896c2","25","WP09C04511","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","bd8ce1eb23c1408e303ca3ede9a6e202586d93fd22c35168804a26fc2f46b011","25","WP09C04512","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","bda60f75af02a8d847ec23ba71ac59f1eaa777b9d5d1adcfe0fa25be8e4788cf","25","WP09C04513","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","c3c132a2f4a42e13a99a4b1f9325721f035326f3bdc921eeca1adeb9d111852c","25","WP09C04514","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","c46f2984bd73e045ecb3dfd3c37de6726569e22939379379b0cf5d946d2684d0","25","WP09C04515","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","c53c1af862cda2625fc03b96e57c58bcdc04cd17b6195d42347a82bf1bc97402","25","WP09C04516","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","cd462c82d6197cea6734a319f9c9b22460a4671e7e6bef5c00adfcb3978be1e9","25","WP09C04517","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","cde4739d21a84bce732a5682588cc9b4f0fa4f0aa5f437d01f40e3d7d881a5af","25","WP09C04518","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","d744e10cdfc64f0076ac8bbf548844ca6e02024070460b855d5069ae7e0037ae","25","WP09C04519","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","da13ebe77571b3b9a02eeb8d66524f06c2d358614d22d6a30efd983d62aacc15","25","WP09C04520","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","da2c9fea4486962fc8bc830a67567cd0264ca64bc51f0722dcc04155601cf75a","25","WP09C04521","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","dd576e12755402c05c85d1b4679fcebfb22b0effa1a20efee9134c3b7ec5662b","25","WP09C04522","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","df7c2721942589bf84e4a004f9f2927a43660df2746bd191ab9e609ed3830adf","25","WP09C04523","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","e5b7b2c8cccf0d7c1b93ba6e3236817a48b6fd7384cbfd586add47507cc006d0","25","WP09C04524","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","e8609e17ef81713aa1b26f293a6dd056db069bc12673c4d5e546930a94ededd9","25","WP09C04525","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","e8bb797fb1299aea7e8c6b306f8b2c43ea22bf42724308f5886887d3908bffca","25","WP09C04526","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","edcdf6fdd4fdd662f3daead05edb1daa900adb155086927d3c33749feeaeda3a","25","WP09C04527","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","ef213d4e62cee1e2b51c9fc71f389c92ebc9b692f26bd49ff09b461dc8711cce","25","WP09C04528","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","f2537d4e9b8a5fd311cb6091e8f2e1cabd056999e9e844585a2cc940a0d263b5","25","WP09C04529","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","f70f4222c4af14ea705dfd7cc44f41891b1762e632f30d14e20699610eee9819","25","WP09C04530","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","febbe9705740d34493fc9d199e7da49c981cca442e5e1dda0b0120dd0aca435f","25","WP09C04531","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"53","ffdb9e206bae4621e98fc93c859aaf4c59fe1ff39f6c471d6f91bf754d7ed73b","25","WP09C04532","1","[1,7,13,15,17]","5","[1,2,4,7,11]","B","125","72"
"49","0130427d457586eaab6cf766bb2cb8a14b2d45fe4a742d6de8ac6f227b1151e3","25","WP09C04533","1","[1,9,11,13,15]","5","[1,2,4,7,11]","B","125","76"
"49","060c40b9eaebf26e00d2d6556b018c65b92e7ab7644dedf11b630a0f0253ab9d","25","WP09C04534","1","[1,9,11,13,15]","5","[1,2,4,7,11]","B","125","76"
"49","07877f744e83231090f63a0f871bcba17235b23ded081c2c2a4d4bdbd0089512","25","WP09C04535","1","[1,9,11,13,15]","5","[1,2,4,7,11]","B","125","76"
"49","0a2615cf4d6520cbe5b6e39234c2ff02a9b32df0f3f2db3b2a56f24ca395cf44","25","WP09C04536","1","[1,9,11,13,15]","5","[1,2,4,7,11]","B","125","76"
"49","11de5f93176eb918d533709b6de630a9b6cc16fbd53ed8e09b2f6d925660ff64","25","WP09C04537","1","[1,9,11,13,15]","5","[1,2,4,7,11]","B","125","76"
"49","13901e19206039e9d9f0c1286af86cc7d38c01a0a4851ae2fbb73e384c5d1d4a","25","WP09C04538","1","[1,9,11,13,15]","5","[1,2,4,7,11]","B","125","76"
"49","154651a7731ecd61c5f975ddada212b64e130461d7b26ba36af9c903a41f495d","25","WP09C04539","1","[1,9,11,13,15]","5","[1,2,4,7,11]","B","125","76"
"49","18cc5fd4b6f2fe1bf657f6446039e29d7276f6267b7f797d23c3d2a212595ee5","25","WP09C04540","1","[1,9,11,13,15]","5","[1,2,4,7,11]","B","125","76"
"49","242b7b8f273596449ca18df559fb92e5cefc381309bdb0d4e99c948d8783bb93","25","WP09C04541","1","[1,9,11,13,15]","5","[1,2,4,7,11]","B","125","76"
"49","2541e7fb8d1c630c3ca96ea0bffe128b72b5287b27eb80bfa00aa25f04545142","25","WP09C04542","1","[1,9,11,13,15]","5","[1,2,4,7,11]","B","125","76"
"49","27359f1b21462b137fc4a9b3190073a4610c43d8b4aef81b5ede80aac4f49f20","25","WP09C04543","1","[1,9,11,13,15]","5","[1,2,4,7,11]","B","125","76"
